"dataset","nrow","distribution","n_sims","q10","q25","q50","q75","q90"
"anzg_manganese_marine",10,"gamma",500,0.00212464241359209,0.0117328771299109,0.0593748089269582,0.153067489471415,0.241272710220651
"anzg_manganese_marine",10,"lgumbel",500,0.115932678170859,0.234075344554987,0.422513011569873,0.598190250857368,0.724344989463772
"anzg_manganese_marine",10,"llogis",500,0.126939432293245,0.147019780022171,0.175676820056771,0.210160055357506,0.245277408219054
"anzg_manganese_marine",10,"lnorm",500,0.0986787726328814,0.161826207198258,0.224067839538918,0.25592501412108,0.272255899075398
"anzg_manganese_marine",10,"lnorm_lnorm",500,2.8238104859249e-05,4.68080766019055e-05,0.000106390312106017,0.000437989662377169,0.0019399571591033
"anzg_manganese_marine",10,"weibull",500,0.00972208802827797,0.0246086695817313,0.0694362565054894,0.151876012931014,0.230383098283627
"anzg_manganese_marine",16,"gamma",500,2.38107276579521e-05,0.000515962071255514,0.00815353272181807,0.0593586356969151,0.16907855040272
"anzg_manganese_marine",16,"lgumbel",500,0.128076436814405,0.29594843095932,0.531671060025389,0.710700831858848,0.823805522157093
"anzg_manganese_marine",16,"llogis",500,0.07390884947004,0.112143662721646,0.156405977979732,0.21236962308983,0.289488494215272
"anzg_manganese_marine",16,"lnorm",500,0.034512756496457,0.0850599124984796,0.188870546248008,0.279014699987438,0.312785583024121
"anzg_manganese_marine",16,"lnorm_lnorm",500,0.00214645356054554,0.0034723300778539,0.00803699209672453,0.0242037850486387,0.10529662849583
"anzg_manganese_marine",16,"weibull",500,0.000510399125031474,0.00297572270477442,0.0166840173137743,0.070385082390029,0.16478353029982
"anzg_manganese_marine",26,"gamma",500,7.68299732625804e-09,9.35621683953316e-07,0.000141161814866545,0.0035045985525571,0.0350471574292311
"anzg_manganese_marine",26,"lgumbel",500,0.16108177466244,0.39222489945378,0.637081528839565,0.825628804850182,0.896511515614557
"anzg_manganese_marine",26,"llogis",500,0.0250291305922245,0.0521073907608661,0.103426499797025,0.177457856633711,0.265262213052531
"anzg_manganese_marine",26,"lnorm",500,0.0052340754320144,0.0245323722858457,0.0926328487501469,0.238363207537028,0.347694546780493
"anzg_manganese_marine",26,"lnorm_lnorm",500,0.00935809931971643,0.0143623660347901,0.0314064517623205,0.110749231187492,0.403088774879772
"anzg_manganese_marine",26,"weibull",500,3.34274212199767e-06,4.63512987853366e-05,0.000863906101747153,0.00836381106298401,0.0387017454551633
"anzg_mcpa_fresh",5,"gamma",500,3.5073191317594e-16,1.73919159008466e-15,1.07961512587227e-14,3.33361263107253e-14,7.3296029578868e-14
"anzg_mcpa_fresh",5,"lgumbel",500,8.73110907120299e-16,4.73143915966638e-15,2.21466262619073e-14,4.96943118831498e-14,7.91777627200272e-14
"anzg_mcpa_fresh",5,"llogis",500,5.9399928828109e-16,3.55595443646189e-15,1.57409595003037e-14,4.61158862403489e-14,6.92249168888557e-14
"anzg_mcpa_fresh",5,"lnorm",500,7.33361758390577e-16,4.00560256438321e-15,1.83325684984648e-14,5.06595371471694e-14,7.74277295477782e-14
"anzg_mcpa_fresh",5,"lnorm_lnorm",500,0.99999999999966,0.999999999999774,0.999999999999913,0.99999999999998,0.999999999999997
"anzg_mcpa_fresh",5,"weibull",500,4.87795558856635e-16,2.77486049369539e-15,1.32250017175095e-14,4.07609843665689e-14,7.6386139500653e-14
"anzg_mcpa_fresh",6,"gamma",500,0.0156936034554723,0.0435659063884146,0.119664465460589,0.209238495064137,0.293291891360661
"anzg_mcpa_fresh",6,"lgumbel",500,0.0970992800596318,0.165182503020027,0.279344275375812,0.426577762990639,0.574987170813005
"anzg_mcpa_fresh",6,"llogis",500,0.140695102361095,0.160294031993404,0.181212893712766,0.203031386622347,0.224936673574557
"anzg_mcpa_fresh",6,"lnorm",500,0.144870639367029,0.18483971164907,0.221975825911074,0.238863425386812,0.252225693029327
"anzg_mcpa_fresh",6,"lnorm_lnorm",500,0,0,0,0,0
"anzg_mcpa_fresh",6,"weibull",500,0.0464581169713049,0.0895341313991948,0.159286744033404,0.222780362927676,0.271523565027872
"anzg_mcpa_fresh",7,"gamma",500,0.00663957935585688,0.0231927874693291,0.0948878124270681,0.194771957733138,0.276749864513496
"anzg_mcpa_fresh",7,"lgumbel",500,0.0996939667591276,0.173722445508333,0.296338087142722,0.48239342612712,0.639371599243593
"anzg_mcpa_fresh",7,"llogis",500,0.1383282413459,0.15955438055821,0.181798528072769,0.21002199815561,0.237337333285643
"anzg_mcpa_fresh",7,"lnorm",500,0.128074556268732,0.186048591574031,0.225702344220724,0.248430734212268,0.263510684187845
"anzg_mcpa_fresh",7,"lnorm_lnorm",500,6.66834761268345e-15,1.08818038573788e-14,2.68571662778122e-14,7.53316137505348e-14,3.22274449572437e-13
"anzg_mcpa_fresh",7,"weibull",500,0.0306700131339686,0.0662580260100011,0.145877147617565,0.215602516209608,0.264326394854727
"anzg_mcpa_fresh",8,"gamma",500,0.00262105268758871,0.0135666132259123,0.0683640684693016,0.168417510657583,0.270191609185093
"anzg_mcpa_fresh",8,"lgumbel",500,0.0942797622930097,0.190218324310233,0.337786118018634,0.523989558187362,0.673624842376134
"anzg_mcpa_fresh",8,"llogis",500,0.134898128080782,0.157685988578202,0.18197820296659,0.216175847512816,0.246813795919744
"anzg_mcpa_fresh",8,"lnorm",500,0.105754664102712,0.177965400752403,0.228244731521378,0.259308947105865,0.276328023395247
"anzg_mcpa_fresh",8,"lnorm_lnorm",500,1.70929125198815e-08,2.84863084856395e-08,7.97296926474137e-08,2.49063444486527e-07,8.86025640866806e-07
"anzg_mcpa_fresh",8,"weibull",500,0.0201490494501479,0.0523008305987882,0.117755421150307,0.204048811811484,0.267060631608328
"anzg_mcpa_fresh",10,"gamma",500,0.00054428824139372,0.00433141596911263,0.0313644534629341,0.128625581921804,0.247586338017689
"anzg_mcpa_fresh",10,"lgumbel",500,0.0947134515661141,0.1981495148687,0.37208647882757,0.571832163928877,0.744281372752409
"anzg_mcpa_fresh",10,"llogis",500,0.124615405599226,0.147366142595932,0.179193911439096,0.223501730889881,0.272207489313605
"anzg_mcpa_fresh",10,"lnorm",500,0.0823239303578582,0.161826474186576,0.239939726720519,0.275012550248605,0.297564353422262
"anzg_mcpa_fresh",10,"lnorm_lnorm",500,2.59408183764292e-05,4.44031200937653e-05,0.000109439573972713,0.000281971405840398,0.00134561667885153
"anzg_mcpa_fresh",10,"weibull",500,0.00796684260399846,0.0316936132820348,0.0974436812053993,0.186321258109961,0.257075913306663
"anzg_mcpa_fresh",16,"gamma",500,5.86555064078867e-07,2.44929634204999e-05,0.00112160253520889,0.0206820484323473,0.0799404038223426
"anzg_mcpa_fresh",16,"lgumbel",500,0.121569321167806,0.256300207318139,0.507682073742595,0.713665943833827,0.832053808522
"anzg_mcpa_fresh",16,"llogis",500,0.0797704662990816,0.11483922472905,0.168358199564827,0.219148292788137,0.296182193334047
"anzg_mcpa_fresh",16,"lnorm",500,0.0294112348714885,0.0874043202525481,0.193993352444413,0.307678005017148,0.355397568044599
"anzg_mcpa_fresh",16,"lnorm_lnorm",500,0.00227274097263648,0.00350071487001816,0.00709998746926783,0.0240372845137751,0.0981794348006518
"anzg_mcpa_fresh",16,"weibull",500,0.000303771236388047,0.00247102000499352,0.0202345447834211,0.0925847188264067,0.189312283324538
"anzg_mcpa_fresh",26,"gamma",500,1.47149986075693e-11,3.38946780841751e-09,9.80303945606955e-07,0.000379982163052587,0.0100742290490152
"anzg_mcpa_fresh",26,"lgumbel",500,0.120990393544431,0.28334630401251,0.594935273399455,0.814961252215576,0.902375854536791
"anzg_mcpa_fresh",26,"llogis",500,0.0270742512717823,0.0547338464348916,0.121073741090542,0.211864768691707,0.309265273150905
"anzg_mcpa_fresh",26,"lnorm",500,0.0050839817912473,0.0283975929064372,0.10963492302971,0.291231100193323,0.426566395904032
"anzg_mcpa_fresh",26,"lnorm_lnorm",500,0.00941048461133514,0.014651642526498,0.0284509613230973,0.0915017385060934,0.297699070216372
"anzg_mcpa_fresh",26,"weibull",500,1.83010486565612e-06,5.24724453673096e-05,0.00115733770246881,0.0174737653476503,0.0754074920008865
"anzg_metolachlor_fresh",5,"gamma",500,5.28707139599058e-16,4.70226282907591e-15,2.12887151810826e-14,5.94679614362264e-14,8.28216847408436e-14
"anzg_metolachlor_fresh",5,"lgumbel",500,2.97679105259322e-16,2.88813172796764e-15,1.31356288819522e-14,3.97368144463947e-14,7.39500485361753e-14
"anzg_metolachlor_fresh",5,"llogis",500,3.00638295636685e-16,3.3148975680232e-15,1.61528605202108e-14,4.21684559407948e-14,7.09069415668374e-14
"anzg_metolachlor_fresh",5,"lnorm",500,3.50217729834328e-16,3.97377841731549e-15,1.88761922826766e-14,4.77736167242996e-14,8.16309347767653e-14
"anzg_metolachlor_fresh",5,"lnorm_lnorm",500,0.999999999999647,0.999999999999753,0.999999999999895,0.999999999999976,0.999999999999997
"anzg_metolachlor_fresh",5,"weibull",500,5.23413935625209e-16,4.85393521329696e-15,2.21296835071831e-14,5.82962669000463e-14,8.09265285521224e-14
"anzg_metolachlor_fresh",6,"gamma",500,0.0934896941142604,0.163215057929168,0.255831290972466,0.36216064897947,0.467678587821468
"anzg_metolachlor_fresh",6,"lgumbel",500,0.0307704407125368,0.0645846193210625,0.122465472235752,0.211564685017271,0.322679114997598
"anzg_metolachlor_fresh",6,"llogis",500,0.0998211389523349,0.126998451430409,0.156724181610149,0.184744026771737,0.213608092912346
"anzg_metolachlor_fresh",6,"lnorm",500,0.100675475151077,0.148499660867323,0.199596918651122,0.232894613315584,0.246441076033665
"anzg_metolachlor_fresh",6,"lnorm_lnorm",500,0,0,0,0,0
"anzg_metolachlor_fresh",6,"weibull",500,0.13899964093818,0.193185488768176,0.247601764858896,0.280314209000122,0.312803744031424
"anzg_metolachlor_fresh",7,"gamma",500,0.0821450809289281,0.156079752268807,0.265070786119013,0.388411775511731,0.494484531790384
"anzg_metolachlor_fresh",7,"lgumbel",500,0.0199694889607797,0.0491877267699005,0.104564962759498,0.197045526181144,0.317160479932167
"anzg_metolachlor_fresh",7,"llogis",500,0.0912750475211464,0.118955482752582,0.154933804517856,0.184022564754045,0.217212328552412
"anzg_metolachlor_fresh",7,"lnorm",500,0.0845906853009629,0.134978828110436,0.199365141159238,0.240101598142117,0.255973539566969
"anzg_metolachlor_fresh",7,"lnorm_lnorm",500,6.43489330992628e-15,9.79150594391026e-15,2.09087276609005e-14,7.11237364614374e-14,4.16872355735755e-13
"anzg_metolachlor_fresh",7,"weibull",500,0.137247200072262,0.199516939911122,0.253894883783585,0.294415707016254,0.319041077007518
"anzg_metolachlor_fresh",8,"gamma",500,0.0790917753920509,0.152308227994288,0.274922437541446,0.405752863068688,0.516088661410535
"anzg_metolachlor_fresh",8,"lgumbel",500,0.011602679258731,0.0347803449947441,0.0843317588153099,0.176034158996301,0.293377729927466
"anzg_metolachlor_fresh",8,"llogis",500,0.0806356125293905,0.111033601106213,0.15035943474827,0.186503769886348,0.228577921389351
"anzg_metolachlor_fresh",8,"lnorm",500,0.0650091730842882,0.122812900250278,0.1973448739743,0.243925026047922,0.266948068761233
"anzg_metolachlor_fresh",8,"lnorm_lnorm",500,1.66463055213508e-08,2.58044804340199e-08,5.37135129317958e-08,1.64011349921557e-07,1.01139069361475e-06
"anzg_metolachlor_fresh",8,"weibull",500,0.146877309956276,0.212200192664183,0.26574384687705,0.302332473957631,0.328881550090768
"anzg_metolachlor_fresh",10,"gamma",500,0.0615043183466708,0.156124521478042,0.300965541043586,0.449931529068501,0.543470432951469
"anzg_metolachlor_fresh",10,"lgumbel",500,0.00501439833869068,0.0161212513342481,0.0539000389472563,0.131795825631909,0.259597446596563
"anzg_metolachlor_fresh",10,"llogis",500,0.0666114130569208,0.0965072316036723,0.139594709760378,0.18585446785098,0.244842936817219
"anzg_metolachlor_fresh",10,"lnorm",500,0.0485363383262637,0.0960890707145425,0.178610091213826,0.248415777885765,0.29100509885541
"anzg_metolachlor_fresh",10,"lnorm_lnorm",500,2.30063476880011e-05,3.39339071859933e-05,7.53674638585305e-05,0.00027038335920434,0.00116377240725993
"anzg_metolachlor_fresh",10,"weibull",500,0.142792867546649,0.224116884330323,0.286666609703838,0.325408614797845,0.351843479675586
"anzg_metolachlor_fresh",16,"gamma",500,0.0492030785633005,0.122160166847722,0.279076359153495,0.479335158724044,0.604379779923858
"anzg_metolachlor_fresh",16,"lgumbel",500,0.000472262447932423,0.00243760510969493,0.0146640322694598,0.0586141509656474,0.143288244114623
"anzg_metolachlor_fresh",16,"llogis",500,0.0311428518341033,0.0592538163120169,0.128142856652855,0.192381527940187,0.258705901444812
"anzg_metolachlor_fresh",16,"lnorm",500,0.020876521292291,0.0529287276995612,0.152620590699828,0.264289809322029,0.334456493607167
"anzg_metolachlor_fresh",16,"lnorm_lnorm",500,0.00169095954709577,0.0026356940965642,0.0053281814547477,0.0191795600002909,0.0690151145252086
"anzg_metolachlor_fresh",16,"weibull",500,0.168022578064581,0.245376433858981,0.318389961128428,0.37198592429435,0.419350940791291
"anzg_metolachlor_fresh",26,"gamma",500,0.0292918751067918,0.101700253325946,0.27302816666551,0.500641919189643,0.643803457225051
"anzg_metolachlor_fresh",26,"lgumbel",500,1.20049939353664e-05,0.000116058238954764,0.0013708810249222,0.00727793406786533,0.0395231846576716
"anzg_metolachlor_fresh",26,"llogis",500,0.0108708676836314,0.0252009445408894,0.0709976472756837,0.154336145998317,0.236452423850859
"anzg_metolachlor_fresh",26,"lnorm",500,0.00616928671615121,0.0220893947278508,0.0756697239788699,0.221307155628923,0.356282631212417
"anzg_metolachlor_fresh",26,"lnorm_lnorm",500,0.00724592675222095,0.0113486938102379,0.0237827167985671,0.0811932713534565,0.21020014490203
"anzg_metolachlor_fresh",26,"weibull",500,0.156351135468512,0.267948381885463,0.371489651133956,0.448387805363638,0.527135570939198
"anzg_metsulfuron_methyl_fresh",5,"gamma",500,1.63308419069317e-16,1.40939739918923e-15,8.38338606693108e-15,3.32434247870151e-14,7.60746836750544e-14
"anzg_metsulfuron_methyl_fresh",5,"lgumbel",500,6.57311784074318e-16,4.06831230716931e-15,1.9372938195457e-14,5.45303816908029e-14,7.86714864995822e-14
"anzg_metsulfuron_methyl_fresh",5,"llogis",500,4.06339522145167e-16,2.68974665589362e-15,1.4474596420507e-14,4.41919030896101e-14,6.87094865046451e-14
"anzg_metsulfuron_methyl_fresh",5,"lnorm",500,4.63257192846468e-16,3.22987448302182e-15,1.61892709176475e-14,4.89605149218672e-14,7.91561021248357e-14
"anzg_metsulfuron_methyl_fresh",5,"lnorm_lnorm",500,0.999999999999665,0.999999999999763,0.999999999999918,0.999999999999984,0.999999999999998
"anzg_metsulfuron_methyl_fresh",5,"weibull",500,2.52033136468926e-16,1.9676962939015e-15,1.09661047120266e-14,4.25160687909394e-14,7.69859633121602e-14
"anzg_metsulfuron_methyl_fresh",6,"gamma",500,0.0135083370527454,0.0304921452037145,0.0910508239454225,0.185139411315558,0.303534001190959
"anzg_metsulfuron_methyl_fresh",6,"lgumbel",500,0.0961398364416408,0.186211330284489,0.31639961904335,0.475325468045812,0.596626212902528
"anzg_metsulfuron_methyl_fresh",6,"llogis",500,0.141085618721659,0.16563994667426,0.182490888736056,0.205692833829193,0.228476843079814
"anzg_metsulfuron_methyl_fresh",6,"lnorm",500,0.129754180887126,0.180610847005297,0.219985295152079,0.242869811199698,0.257275549789043
"anzg_metsulfuron_methyl_fresh",6,"lnorm_lnorm",500,0,0,0,0,0
"anzg_metsulfuron_methyl_fresh",6,"weibull",500,0.044220823107016,0.0796255549902884,0.142094041507939,0.205006915686249,0.257547767586442
"anzg_metsulfuron_methyl_fresh",7,"gamma",500,0.00596516106823512,0.0148184263030314,0.0509663775766753,0.16376120391853,0.285281111157433
"anzg_metsulfuron_methyl_fresh",7,"lgumbel",500,0.102922889721397,0.209500387393655,0.358869928940159,0.514271564170298,0.636663918165372
"anzg_metsulfuron_methyl_fresh",7,"llogis",500,0.137282873530814,0.158849792974662,0.182690549954937,0.211450032452134,0.241800185843639
"anzg_metsulfuron_methyl_fresh",7,"lnorm",500,0.125606112270496,0.175045035049456,0.222062501600723,0.248173461804199,0.26558612394624
"anzg_metsulfuron_methyl_fresh",7,"lnorm_lnorm",500,7.03994770679276e-15,1.17760593714241e-14,3.29228429862087e-14,9.99853061020465e-14,5.08010557201781e-13
"anzg_metsulfuron_methyl_fresh",7,"weibull",500,0.0299915605364927,0.0582108216135049,0.120054493682152,0.194792326947185,0.254836207224313
"anzg_metsulfuron_methyl_fresh",8,"gamma",500,0.00229556719357556,0.00720348166823193,0.0324313261953631,0.117930582011036,0.247707056149317
"anzg_metsulfuron_methyl_fresh",8,"lgumbel",500,0.116361210261395,0.233579780083504,0.390963532920858,0.571403899697819,0.686999848911545
"anzg_metsulfuron_methyl_fresh",8,"llogis",500,0.133103160147797,0.158766679429563,0.185812443150698,0.216849878835994,0.255218414921173
"anzg_metsulfuron_methyl_fresh",8,"lnorm",500,0.111779919878948,0.170221693868425,0.226589178248395,0.259605297960543,0.281080850973446
"anzg_metsulfuron_methyl_fresh",8,"lnorm_lnorm",500,1.90472830322645e-08,3.27972574806081e-08,7.80530828929037e-08,2.67933920563766e-07,1.27421820342257e-06
"anzg_metsulfuron_methyl_fresh",8,"weibull",500,0.0188437738327647,0.0428144131868024,0.102037079904814,0.180500119315396,0.242559659969125
"anzg_metsulfuron_methyl_fresh",10,"gamma",500,0.000236086916166848,0.00126046862417319,0.0111247610290253,0.0618269025572313,0.158561260029804
"anzg_metsulfuron_methyl_fresh",10,"lgumbel",500,0.143992012221198,0.269929222550318,0.463502590296335,0.636409427215415,0.777292050916266
"anzg_metsulfuron_methyl_fresh",10,"llogis",500,0.118645040549676,0.150434950558971,0.18027929119161,0.217877319062833,0.261040135067619
"anzg_metsulfuron_methyl_fresh",10,"lnorm",500,0.0713593566474968,0.139565107190319,0.226188442519685,0.273577677004879,0.298191650498104
"anzg_metsulfuron_methyl_fresh",10,"lnorm_lnorm",500,2.72329767566484e-05,4.85068848884979e-05,0.000121575821957821,0.000374743891108888,0.00183647806641218
"anzg_metsulfuron_methyl_fresh",10,"weibull",500,0.00571061726332075,0.0179440594065365,0.0670449451740399,0.156765028752138,0.228075631672399
"anzg_metsulfuron_methyl_fresh",16,"gamma",500,2.73376679745796e-07,4.98832612515073e-06,0.000149278795741288,0.00240187135064352,0.0207705425611837
"anzg_metsulfuron_methyl_fresh",16,"lgumbel",500,0.187632671774073,0.35971560619368,0.609078929283821,0.767281505389947,0.84676493613247
"anzg_metsulfuron_methyl_fresh",16,"llogis",500,0.0582855108762493,0.101952933117481,0.154108680903558,0.209706618636207,0.272533816176356
"anzg_metsulfuron_methyl_fresh",16,"lnorm",500,0.0218437429753379,0.0607411062821699,0.161093211462004,0.282130233858832,0.346691982930001
"anzg_metsulfuron_methyl_fresh",16,"lnorm_lnorm",500,0.00231633803547566,0.0038074851836896,0.00894016871971244,0.0279449353808225,0.110207194711949
"anzg_metsulfuron_methyl_fresh",16,"weibull",500,0.000238118359500561,0.0016446451331771,0.0116665092966685,0.0475707620897936,0.135707686809592
"anzg_metsulfuron_methyl_fresh",26,"gamma",500,1.41192001419333e-12,3.11042281970483e-10,3.51468713357949e-08,4.39461697370962e-06,0.000262095992483869
"anzg_metsulfuron_methyl_fresh",26,"lgumbel",500,0.188067468025219,0.440460228039996,0.697985797624965,0.833591438207805,0.902561918498222
"anzg_metsulfuron_methyl_fresh",26,"llogis",500,0.0170610418975603,0.0372991265317687,0.0879934111873036,0.166014061158092,0.237017454691857
"anzg_metsulfuron_methyl_fresh",26,"lnorm",500,0.00252903734778171,0.0141630623170632,0.064407780931769,0.206750490050021,0.350050747347139
"anzg_metsulfuron_methyl_fresh",26,"lnorm_lnorm",500,0.0108889071788389,0.0166016608467713,0.0394793219375426,0.122437249205898,0.40304160566333
"anzg_metsulfuron_methyl_fresh",26,"weibull",500,8.24129070387789e-07,2.6827645878216e-05,0.000321951487581862,0.00567026109952425,0.0312669590127223
"anzg_nickel_marine",5,"gamma",500,5.5041553769113e-16,2.51390331062807e-15,1.22644438943171e-14,3.55104250551389e-14,7.02958128234683e-14
"anzg_nickel_marine",5,"lgumbel",500,9.35409127744722e-16,4.4385471392393e-15,2.04216440697001e-14,5.67291346215556e-14,7.98003172253679e-14
"anzg_nickel_marine",5,"llogis",500,5.32052080621835e-16,3.36727336947879e-15,1.68545147298589e-14,4.42500958999213e-14,6.77212116467051e-14
"anzg_nickel_marine",5,"lnorm",500,6.80460727110521e-16,4.19563924100538e-15,1.98225654486035e-14,5.05389126627933e-14,7.80738555006004e-14
"anzg_nickel_marine",5,"lnorm_lnorm",500,0.999999999999664,0.999999999999775,0.999999999999899,0.99999999999998,0.999999999999996
"anzg_nickel_marine",5,"weibull",500,6.8238342430521e-16,3.04140984363807e-15,1.44141336172925e-14,4.00348635722487e-14,7.24281517078359e-14
"anzg_nickel_marine",6,"gamma",500,0.023267503072979,0.0572609186533769,0.120602110420951,0.211416310970147,0.276846233033234
"anzg_nickel_marine",6,"lgumbel",500,0.103225946404764,0.173032743221747,0.282682690197347,0.409993950421714,0.540889539456111
"anzg_nickel_marine",6,"llogis",500,0.141495759471199,0.162738238802787,0.183544328544823,0.202886836769459,0.225076619045016
"anzg_nickel_marine",6,"lnorm",500,0.159351080987813,0.195252218920002,0.2249803156944,0.240209109179544,0.252485639354203
"anzg_nickel_marine",6,"lnorm_lnorm",500,0,0,0,0,0
"anzg_nickel_marine",6,"weibull",500,0.0575447594131436,0.10165471934317,0.154446379230098,0.216994520486101,0.266006616350873
"anzg_nickel_marine",7,"gamma",500,0.0119959459786187,0.0369087920707281,0.10833938006385,0.189359817665291,0.295530099660335
"anzg_nickel_marine",7,"lgumbel",500,0.0891077376299994,0.176690208615724,0.291886349577268,0.439458482273126,0.597817395009047
"anzg_nickel_marine",7,"llogis",500,0.138029439960783,0.156641854465657,0.179662607430833,0.204406582909411,0.232798804698526
"anzg_nickel_marine",7,"lnorm",500,0.141443504342915,0.185427052436195,0.230477395730475,0.25001234868669,0.260099659550149
"anzg_nickel_marine",7,"lnorm_lnorm",500,6.84162613954535e-15,1.15502679855567e-14,2.72666008435919e-14,9.61912171224838e-14,5.11667940590943e-13
"anzg_nickel_marine",7,"weibull",500,0.03550285041778,0.0832682428201771,0.149541158987509,0.207656414071512,0.27933267246756
"anzg_nickel_marine",8,"gamma",500,0.00462980895632083,0.0223969345752277,0.0744746580226845,0.167907004565898,0.263339269194997
"anzg_nickel_marine",8,"lgumbel",500,0.0993659914862058,0.192679064792544,0.323466010382177,0.48678708281213,0.635800879426352
"anzg_nickel_marine",8,"llogis",500,0.137218399026315,0.157721796945301,0.18062938259838,0.212807232009009,0.240376069275975
"anzg_nickel_marine",8,"lnorm",500,0.127288691236694,0.191044787120042,0.235407519905098,0.258522477746952,0.27329427054887
"anzg_nickel_marine",8,"lnorm_lnorm",500,1.78143559036929e-08,2.89287723878408e-08,7.61779829504841e-08,2.56703067710498e-07,1.24259233362684e-06
"anzg_nickel_marine",8,"weibull",500,0.0250433805702037,0.0648981730863642,0.127671409016175,0.198931278248867,0.260502444930269
"anzg_nickel_marine",10,"gamma",500,0.00114308199142938,0.00750065872345517,0.0363197874439395,0.119800464873136,0.228502813300083
"anzg_nickel_marine",10,"lgumbel",500,0.116672202368506,0.215535049728803,0.373606925439946,0.542889703698514,0.690644441061277
"anzg_nickel_marine",10,"llogis",500,0.130675013616419,0.152842149602524,0.184506194267679,0.223018123431766,0.271264480562327
"anzg_nickel_marine",10,"lnorm",500,0.116889593722888,0.175763884757853,0.244162378070453,0.277007252232726,0.296776472624921
"anzg_nickel_marine",10,"lnorm_lnorm",500,2.75008060193139e-05,4.57163304121838e-05,0.00010223235883992,0.000305553895711652,0.00142612446829181
"anzg_nickel_marine",10,"weibull",500,0.0119552626671875,0.0396987617691155,0.0906720807101281,0.175220691753851,0.248507044030369
"anzg_nickel_marine",16,"gamma",500,6.37443546254967e-06,0.000223181779789942,0.00233470950517713,0.0187141100690129,0.0902399668166527
"anzg_nickel_marine",16,"lgumbel",500,0.130174869603181,0.260293970298247,0.480793268704478,0.663836519493997,0.780614998332825
"anzg_nickel_marine",16,"llogis",500,0.0842091284891496,0.122648589194124,0.170165338841372,0.238569414577681,0.312036395811067
"anzg_nickel_marine",16,"lnorm",500,0.0453345716817327,0.122233841504735,0.219301026110854,0.311804571981093,0.35732947261105
"anzg_nickel_marine",16,"lnorm_lnorm",500,0.00216657623253802,0.00353388133768663,0.0073468385134119,0.0274762961702212,0.1032384763747
"anzg_nickel_marine",16,"weibull",500,0.000829973514227378,0.00620220867242487,0.0262650220385273,0.0804342414051696,0.177335963619183
"anzg_nickel_marine",26,"gamma",500,1.17576942230635e-09,3.00638571976472e-07,2.30209677486801e-05,0.000649863358523716,0.00583716972986723
"anzg_nickel_marine",26,"lgumbel",500,0.130064049795125,0.302157917112808,0.565513370016361,0.75118430241034,0.851729534394624
"anzg_nickel_marine",26,"llogis",500,0.0357268868650083,0.0722321964303905,0.125272925521457,0.218631125682212,0.312215102540747
"anzg_nickel_marine",26,"lnorm",500,0.0148973852743757,0.0581210651069107,0.160760147626435,0.298515795083308,0.415988073786991
"anzg_nickel_marine",26,"lnorm_lnorm",500,0.00963046894224374,0.0160028554386352,0.0359822637450228,0.094788114591011,0.306962945378423
"anzg_nickel_marine",26,"weibull",500,2.46217900429416e-05,0.000327053245364441,0.00312145700249488,0.0166689296675882,0.0571434434323342
"anzg_nitrate_hard_fresh",5,"gamma",500,4.05189132107384e-16,2.27524798411108e-15,9.54190214741976e-15,3.60058979392942e-14,7.40422324374728e-14
"anzg_nitrate_hard_fresh",5,"lgumbel",500,8.67928938028697e-16,4.61879518937389e-15,2.08288634003177e-14,5.297634254029e-14,7.9904034517688e-14
"anzg_nitrate_hard_fresh",5,"llogis",500,5.81504606550506e-16,3.24126011010937e-15,1.34441765373562e-14,4.24443289165642e-14,6.92011179582459e-14
"anzg_nitrate_hard_fresh",5,"lnorm",500,7.30964799345975e-16,3.85755081553364e-15,1.52958424471721e-14,4.68822287876249e-14,7.99074282856284e-14
"anzg_nitrate_hard_fresh",5,"lnorm_lnorm",500,0.999999999999654,0.999999999999772,0.999999999999925,0.99999999999998,0.999999999999996
"anzg_nitrate_hard_fresh",5,"weibull",500,4.70073546257288e-16,2.70719362546497e-15,1.02269545085056e-14,3.78916730798151e-14,7.59187371235499e-14
"anzg_nitrate_hard_fresh",6,"gamma",500,0.0326076572891552,0.069868431865803,0.147568182730982,0.213931503239028,0.248204004953765
"anzg_nitrate_hard_fresh",6,"lgumbel",500,0.114500742596918,0.184376730069343,0.286022996792882,0.414306848102063,0.550022187066523
"anzg_nitrate_hard_fresh",6,"llogis",500,0.149219148142909,0.16119306597283,0.178713955646659,0.199498698818029,0.223481455077707
"anzg_nitrate_hard_fresh",6,"lnorm",500,0.153613812983103,0.196617877595288,0.219566862410944,0.232217546089372,0.242219546349207
"anzg_nitrate_hard_fresh",6,"lnorm_lnorm",500,0,0,0,0,0
"anzg_nitrate_hard_fresh",6,"weibull",500,0.050075574328824,0.0863393269129027,0.144927625932354,0.207177973079667,0.262783581435899
"anzg_nitrate_hard_fresh",7,"gamma",500,0.0193450441271567,0.0503220576352025,0.127230714355487,0.1935691942844,0.247780379888515
"anzg_nitrate_hard_fresh",7,"lgumbel",500,0.113033796034801,0.198209619328596,0.316149432613703,0.458094127897583,0.613452989546352
"anzg_nitrate_hard_fresh",7,"llogis",500,0.144787884781673,0.157156126050781,0.17921831328057,0.201639308931226,0.230542360370476
"anzg_nitrate_hard_fresh",7,"lnorm",500,0.143419466943593,0.195755350763669,0.225081557111663,0.239232941543523,0.250384359726966
