"dataset","nrow","distribution","n_sims","q10","q25","q50","q75","q90"
"anzg_dioxins_fresh",7,"lnorm_lnorm",500,6.40334082449125e-15,9.17483997537587e-15,2.07045966417442e-14,7.62144743641002e-14,3.63576540535619e-13
"anzg_dioxins_fresh",7,"weibull",500,0.137471719388412,0.198562456464376,0.273130650418885,0.31878690217982,0.360598338957926
"anzg_dioxins_fresh",8,"gamma",500,0.126306906285634,0.204119686895316,0.286106628670006,0.383679344614751,0.490201633176008
"anzg_dioxins_fresh",8,"lgumbel",500,0.00851703656377301,0.0250216489723364,0.0688767386969925,0.170682210473008,0.280455528433979
"anzg_dioxins_fresh",8,"llogis",500,0.0803446080310135,0.110441719589046,0.146880543542847,0.175785660645034,0.215558626899203
"anzg_dioxins_fresh",8,"lnorm",500,0.0518454528394205,0.109490801970181,0.181822462429154,0.236264019354656,0.253981875087167
"anzg_dioxins_fresh",8,"lnorm_lnorm",500,1.57158333375241e-08,2.29849786328393e-08,5.64640788688665e-08,2.1251933852245e-07,1.06970012645155e-06
"anzg_dioxins_fresh",8,"weibull",500,0.129298721244058,0.207533157411312,0.28537166333903,0.33436523667365,0.374426406124576
"anzg_dioxins_fresh",10,"gamma",500,0.121514911164601,0.207332573648265,0.316970832689055,0.431617933192134,0.548442717705913
"anzg_dioxins_fresh",10,"lgumbel",500,0.0018494352289262,0.00906611034743789,0.04277110931131,0.128638353037941,0.255521033216349
"anzg_dioxins_fresh",10,"llogis",500,0.0587447593202238,0.0931495155922836,0.136051838156364,0.177695754021138,0.223295838503442
"anzg_dioxins_fresh",10,"lnorm",500,0.0282659720744373,0.0768097429717168,0.168936651199766,0.240716195608787,0.270597479889476
"anzg_dioxins_fresh",10,"lnorm_lnorm",500,2.22806917692741e-05,3.35853446410127e-05,7.95833168416143e-05,0.000230345088452423,0.00128144377610201
"anzg_dioxins_fresh",10,"weibull",500,0.13398538290917,0.215386660587357,0.300999347367069,0.352935422295435,0.390595410039526
"anzg_dioxins_fresh",16,"gamma",500,0.128983177669586,0.228746985568058,0.366326629248426,0.483589182015966,0.575908111777022
"anzg_dioxins_fresh",16,"lgumbel",500,5.07895444538713e-05,0.000602865782380994,0.00775451170268795,0.0456345251822314,0.140572077011431
"anzg_dioxins_fresh",16,"llogis",500,0.0240044434218153,0.0495422768565936,0.0945189900476362,0.161529113263761,0.226038486721457
"anzg_dioxins_fresh",16,"lnorm",500,0.00690505812858513,0.0276166066063685,0.0937100731691193,0.225319133894988,0.299827296762469
"anzg_dioxins_fresh",16,"lnorm_lnorm",500,0.00168236494896793,0.00284273130875088,0.00636600716491923,0.0199355033493443,0.0925433126883449
"anzg_dioxins_fresh",16,"weibull",500,0.154942210733259,0.241620392232579,0.333766133332238,0.387291306359029,0.423393276509663
"anzg_dioxins_fresh",26,"gamma",500,0.102245168737155,0.261397552823854,0.422550463791534,0.529968630582858,0.61835995358733
"anzg_dioxins_fresh",26,"lgumbel",500,7.40180709503418e-08,3.0411041112691e-06,0.000134144398215579,0.00369920762395349,0.0372714680196751
"anzg_dioxins_fresh",26,"llogis",500,0.00634208640749366,0.0164939955443621,0.0453155695667039,0.109479784684617,0.196145913701081
"anzg_dioxins_fresh",26,"lnorm",500,0.000555694078158043,0.00413277740895964,0.0265088289772423,0.134441402413085,0.288820747047242
"anzg_dioxins_fresh",26,"lnorm_lnorm",500,0.00624103894903625,0.00949696404959026,0.0225447234989019,0.07010401822982,0.217865994091575
"anzg_dioxins_fresh",26,"weibull",500,0.136214096381472,0.275675008075103,0.373222917347481,0.422172921601749,0.448704107345844
"anzg_diuron_fresh",5,"gamma",500,3.31604666471656e-16,1.77346932206061e-15,8.93713055105589e-15,3.58855167013143e-14,7.0634093545344e-14
"anzg_diuron_fresh",5,"lgumbel",500,5.2713424717712e-16,4.31236306065493e-15,2.10669848019476e-14,5.48133960286369e-14,7.73330777581595e-14
"anzg_diuron_fresh",5,"llogis",500,3.40968781078747e-16,3.07134854307285e-15,1.51397067239492e-14,4.61446378073363e-14,7.36638421285228e-14
"anzg_diuron_fresh",5,"lnorm",500,3.77148708043994e-16,3.56531659580901e-15,1.67227807528054e-14,5.13586798631596e-14,8.28458038096615e-14
"anzg_diuron_fresh",5,"lnorm_lnorm",500,0.999999999999647,0.999999999999769,0.999999999999915,0.999999999999983,0.999999999999998
"anzg_diuron_fresh",5,"weibull",500,3.37598155683589e-16,2.36962761939591e-15,1.0661922008594e-14,4.22178446278813e-14,7.50849405222427e-14
"anzg_diuron_fresh",6,"gamma",500,0.0184789292803702,0.0504555070284205,0.114906454431336,0.198895232947183,0.278267747925472
"anzg_diuron_fresh",6,"lgumbel",500,0.105020211233061,0.17763856718952,0.29218737786893,0.411965183107157,0.560363447298408
"anzg_diuron_fresh",6,"llogis",500,0.144160920625396,0.164979848330225,0.180280021284117,0.205388416033759,0.224984063331389
"anzg_diuron_fresh",6,"lnorm",500,0.150066483846641,0.189934582277181,0.225498581733195,0.239880583626263,0.251695521302617
"anzg_diuron_fresh",6,"lnorm_lnorm",500,0,0,0,0,0
"anzg_diuron_fresh",6,"weibull",500,0.0497053707981697,0.0968820269742857,0.15173885457319,0.205757444196753,0.268430025199588
"anzg_diuron_fresh",7,"gamma",500,0.0101292276432392,0.0318449392853738,0.0846767431397294,0.171961620397445,0.255809248850636
"anzg_diuron_fresh",7,"lgumbel",500,0.109603866238463,0.193619814105226,0.328186718946236,0.471875697288721,0.602246298446535
"anzg_diuron_fresh",7,"llogis",500,0.143253295335307,0.16091660325804,0.183530862135671,0.211676178212753,0.24027431493994
"anzg_diuron_fresh",7,"lnorm",500,0.137938392670094,0.196139518210998,0.230440279096388,0.250866908713244,0.263723451980362
"anzg_diuron_fresh",7,"lnorm_lnorm",500,6.77985724589141e-15,1.10827854884589e-14,2.74448184773735e-14,1.12651818995182e-13,6.32125562444781e-13
"anzg_diuron_fresh",7,"weibull",500,0.0378640621205353,0.0765922573117309,0.128346348012996,0.194337493387699,0.253774468377339
"anzg_diuron_fresh",8,"gamma",500,0.00454923692369651,0.0182223157176295,0.061797934635102,0.153436976939578,0.25782317655736
"anzg_diuron_fresh",8,"lgumbel",500,0.105826708683387,0.196976246445549,0.357437553510876,0.517274249429119,0.645478738486046
"anzg_diuron_fresh",8,"llogis",500,0.138628114655466,0.158455463237278,0.183468371860553,0.212632804790444,0.247452519831093
"anzg_diuron_fresh",8,"lnorm",500,0.124958388829885,0.184879590974033,0.232025466919255,0.256001656179259,0.273602122952605
"anzg_diuron_fresh",8,"lnorm_lnorm",500,1.86952314120389e-08,3.085218694697e-08,7.80291397649612e-08,2.75933630974636e-07,1.20221489977608e-06
"anzg_diuron_fresh",8,"weibull",500,0.0244938143739928,0.0563763149154161,0.118415998252264,0.189598069130682,0.254536580820741
"anzg_diuron_fresh",10,"gamma",500,0.000662176077548496,0.00497617917386431,0.0260813863760812,0.103448605681483,0.21115638131011
"anzg_diuron_fresh",10,"lgumbel",500,0.104810330506811,0.240578118526973,0.418618790247791,0.583379557057592,0.710954688584789
"anzg_diuron_fresh",10,"llogis",500,0.122348161313232,0.150555873549221,0.182816497846791,0.225285667707,0.268972149672176
"anzg_diuron_fresh",10,"lnorm",500,0.0994909121163167,0.164055341002067,0.230035043402916,0.270685944970257,0.292937953398877
"anzg_diuron_fresh",10,"lnorm_lnorm",500,2.92529602448034e-05,4.45638854655129e-05,0.000100973547129336,0.000336045470337478,0.00177036263829781
"anzg_diuron_fresh",10,"weibull",500,0.00936457823652532,0.0285297648958967,0.0741089090267995,0.163361276846638,0.241091491254804
"anzg_diuron_fresh",16,"gamma",500,5.66978540046659e-06,7.77358810428221e-05,0.00127795108168461,0.0132313558220067,0.0758063133334248
"anzg_diuron_fresh",16,"lgumbel",500,0.133614133318363,0.304603609422016,0.521775555158222,0.707122431879863,0.809083428723946
"anzg_diuron_fresh",16,"llogis",500,0.0729765735721221,0.105447297638949,0.155966077947403,0.2165220201466,0.291627862991424
"anzg_diuron_fresh",16,"lnorm",500,0.0424053506603745,0.0994725746433081,0.191180403436176,0.288230974790634,0.344453316812098
"anzg_diuron_fresh",16,"lnorm_lnorm",500,0.00241760761019812,0.00398801816671998,0.00862385175286135,0.027473066031944,0.136258787687437
"anzg_diuron_fresh",16,"weibull",500,0.000822189381698747,0.00359448149236125,0.0189937575260672,0.066738644532788,0.140837741931201
"anzg_diuron_fresh",26,"gamma",500,1.71804283832955e-09,1.02283329162773e-07,5.08512638259154e-06,0.000178770561119065,0.00288092690321386
"anzg_diuron_fresh",26,"lgumbel",500,0.195482006616052,0.401839833805076,0.642305922599176,0.795742125895477,0.881503217565047
"anzg_diuron_fresh",26,"llogis",500,0.02415821152712,0.0516328964718236,0.104851270199764,0.177826399679026,0.263853224697266
"anzg_diuron_fresh",26,"lnorm",500,0.0120775482428853,0.0390123992133866,0.10772270983493,0.235182929682364,0.368723598699126
"anzg_diuron_fresh",26,"lnorm_lnorm",500,0.00998637941441242,0.0171739608587773,0.04084937647441,0.122403744016148,0.333966373248993
"anzg_diuron_fresh",26,"weibull",500,2.47555579817928e-05,0.00014928855316408,0.00136884289883359,0.00791192919455001,0.040657711463813
"anzg_diuron_marine",5,"gamma",500,7.07416287411518e-16,4.55800857012652e-15,2.05439141617699e-14,5.51639279012143e-14,8.40577480899534e-14
"anzg_diuron_marine",5,"lgumbel",500,4.30372332041211e-16,2.83424693689071e-15,1.31669757209146e-14,3.74895498112799e-14,6.95033527788483e-14
"anzg_diuron_marine",5,"llogis",500,5.30251401909937e-16,3.47130167550567e-15,1.64193362688182e-14,4.42093176163004e-14,7.34702812980986e-14
"anzg_diuron_marine",5,"lnorm",500,6.53083701247716e-16,4.28033052489057e-15,1.82209464524179e-14,5.01716036520841e-14,8.24464540718057e-14
"anzg_diuron_marine",5,"lnorm_lnorm",500,0.999999999999627,0.999999999999747,0.999999999999902,0.999999999999978,0.999999999999997
"anzg_diuron_marine",5,"weibull",500,6.86393889474671e-16,5.25350275816006e-15,2.34319894405002e-14,6.18796870338266e-14,8.28684466866822e-14
"anzg_diuron_marine",6,"gamma",500,0.18179083962219,0.210651485549212,0.225118871642154,0.234142981872628,0.242218991815271
"anzg_diuron_marine",6,"lgumbel",500,0.0389530482116745,0.0719631169060719,0.119594507730381,0.18229668584699,0.272979143238058
"anzg_diuron_marine",6,"llogis",500,0.140902056461926,0.14960931096075,0.163206752977558,0.175781621912421,0.192463063557186
"anzg_diuron_marine",6,"lnorm",500,0.133964663219592,0.175580402045066,0.205636460527802,0.218544774404518,0.225096340949212
"anzg_diuron_marine",6,"lnorm_lnorm",500,0,0,0,0,0
"anzg_diuron_marine",6,"weibull",500,0.132148951686725,0.198085258901309,0.272946986304263,0.363006334744399,0.44878964965812
"anzg_diuron_marine",7,"gamma",500,0.180954376082003,0.211046054787083,0.229725703436384,0.240338184341676,0.248414891955823
"anzg_diuron_marine",7,"lgumbel",500,0.0286589351900033,0.0556199275192526,0.100553533732983,0.168225079896273,0.256120222037434
"anzg_diuron_marine",7,"llogis",500,0.132624517327368,0.144561777491053,0.15883546997342,0.175994537980553,0.19703371896615
"anzg_diuron_marine",7,"lnorm",500,0.124681409285588,0.164462867184352,0.203806058036032,0.222721658677624,0.230946105516064
"anzg_diuron_marine",7,"lnorm_lnorm",500,5.92363106302098e-15,9.99817887100374e-15,2.38814234953111e-14,8.99894576170582e-14,4.63407514005914e-13
"anzg_diuron_marine",7,"weibull",500,0.130538721412862,0.20432433333189,0.286002622158577,0.385843160945103,0.491358681583705
"anzg_diuron_marine",8,"gamma",500,0.178675679999947,0.211538725490029,0.235005729434021,0.246680696535531,0.254211790382363
"anzg_diuron_marine",8,"lgumbel",500,0.019240812494733,0.0420370825674609,0.0842679936644372,0.153046740084642,0.239109400758946
"anzg_diuron_marine",8,"llogis",500,0.125843470038874,0.138612093149869,0.155095400430375,0.172787606011833,0.200660031755975
"anzg_diuron_marine",8,"lnorm",500,0.109571786813067,0.157989226647104,0.200393202848835,0.227074853715097,0.235883999620105
"anzg_diuron_marine",8,"lnorm_lnorm",500,1.63307459555851e-08,2.88010322119365e-08,7.35502632499486e-08,2.53780696323496e-07,1.14830122919821e-06
"anzg_diuron_marine",8,"weibull",500,0.133399120273576,0.210904072041742,0.30206703796777,0.408824758466077,0.533549919880982
"anzg_diuron_marine",10,"gamma",500,0.166973988840612,0.208261439780572,0.24063072624632,0.253861928915467,0.265010465056746
"anzg_diuron_marine",10,"lgumbel",500,0.00805173865607152,0.0229456157031692,0.0533699796102318,0.12574637802349,0.209196252747139
"anzg_diuron_marine",10,"llogis",500,0.105577521620732,0.124313122262718,0.145800773120988,0.170984195948519,0.204410955558506
"anzg_diuron_marine",10,"lnorm",500,0.0791821546675396,0.135569130297911,0.187502689059376,0.230218437576777,0.246050413362552
"anzg_diuron_marine",10,"lnorm_lnorm",500,2.21818925732534e-05,3.53986317103355e-05,9.72356617642223e-05,0.00049077025955195,0.00285835668553252
"anzg_diuron_marine",10,"weibull",500,0.125042655695596,0.215139373638356,0.328582335996198,0.471794932274048,0.596495125014432
"anzg_diuron_marine",16,"gamma",500,0.120798303619823,0.181051934731935,0.241160351146412,0.272248217086917,0.288283231789434
"anzg_diuron_marine",16,"lgumbel",500,0.000759583381138437,0.00313708917012358,0.0148147363753921,0.0463451376210479,0.122821336990569
"anzg_diuron_marine",16,"llogis",500,0.0557451237332932,0.0833441826197073,0.113530551643918,0.14821567450242,0.196356383105954
"anzg_diuron_marine",16,"lnorm",500,0.0361069599464957,0.0747333833930769,0.141371220767728,0.21793016523965,0.263407806834498
"anzg_diuron_marine",16,"lnorm_lnorm",500,0.0018389977533279,0.0031566755487168,0.00968416168468528,0.0314115733300954,0.137638620528438
"anzg_diuron_marine",16,"weibull",500,0.125808945182463,0.259039910020866,0.412457661798045,0.563136360984272,0.696778791791233
"anzg_diuron_marine",26,"gamma",500,0.0574236688627358,0.130259054873162,0.216934401329786,0.291878977633484,0.322742031972234
"anzg_diuron_marine",26,"lgumbel",500,8.84456958085494e-06,0.000108578852180937,0.000867280092674895,0.00660997754017888,0.0254020404202156
"anzg_diuron_marine",26,"llogis",500,0.0174868300218238,0.035230255269992,0.0704884152071681,0.116446033028818,0.166108884581754
"anzg_diuron_marine",26,"lnorm",500,0.00678809357039952,0.0262525683509821,0.074409689904724,0.165436126318808,0.269691714628122
"anzg_diuron_marine",26,"lnorm_lnorm",500,0.007870838206248,0.0132710607996037,0.0336678488767214,0.11280226452932,0.357522404494897
"anzg_diuron_marine",26,"weibull",500,0.142393168733226,0.291967682413376,0.488643509351811,0.661019077557719,0.789887400329012
"anzg_fipronil_fresh",5,"gamma",500,4.18344285083323e-16,3.01343143362278e-15,1.31446019594752e-14,4.7314224426601e-14,8.21825352341356e-14
"anzg_fipronil_fresh",5,"lgumbel",500,7.92180996272272e-16,5.09259595742793e-15,2.06661682079166e-14,5.791607926595e-14,8.20862575224433e-14
"anzg_fipronil_fresh",5,"llogis",500,4.87641308104163e-16,3.60153350959974e-15,1.42576905597394e-14,4.75952361201217e-14,7.37023882347289e-14
"anzg_fipronil_fresh",5,"lnorm",500,6.19878965568781e-16,4.02326765970951e-15,1.63945973552816e-14,5.34590397901871e-14,8.39982136262613e-14
"anzg_fipronil_fresh",5,"lnorm_lnorm",500,0.999999999999629,0.99999999999975,0.999999999999916,0.99999999999998,0.999999999999997
"anzg_fipronil_fresh",5,"weibull",500,4.15237749999317e-16,3.09316308950227e-15,1.3279243803771e-14,4.36926378796351e-14,7.76044512019188e-14
"anzg_fipronil_fresh",6,"gamma",500,0.048695321174913,0.101335703702405,0.173006095813562,0.222067478231255,0.244915545196261
"anzg_fipronil_fresh",6,"lgumbel",500,0.108034650671171,0.176685543955145,0.266661881607242,0.402598769772706,0.535219934423386
"anzg_fipronil_fresh",6,"llogis",500,0.15037896640641,0.159297087191348,0.175260272066486,0.19623783398683,0.21577936403764
"anzg_fipronil_fresh",6,"lnorm",500,0.161728204578887,0.193876776196365,0.217515237757842,0.227140356505345,0.236031109506699
"anzg_fipronil_fresh",6,"lnorm_lnorm",500,0,0,0,0,0
"anzg_fipronil_fresh",6,"weibull",500,0.0528102657824074,0.0865347348149373,0.145141485583499,0.215702861469287,0.275667249463042
"anzg_fipronil_fresh",7,"gamma",500,0.0333624912600357,0.0800954886132258,0.158171355245683,0.21430703245807,0.249050456634104
"anzg_fipronil_fresh",7,"lgumbel",500,0.109818410537642,0.177998115383288,0.299099468531085,0.451356106008554,0.583079928341203
"anzg_fipronil_fresh",7,"llogis",500,0.141706297413043,0.157313614057708,0.174920923072227,0.197758239482405,0.222821656964678
"anzg_fipronil_fresh",7,"lnorm",500,0.153354239344863,0.190421584678028,0.219296039828078,0.235318126378665,0.243771304728722
"anzg_fipronil_fresh",7,"lnorm_lnorm",500,6.42469571598202e-15,1.15476900291084e-14,2.69018030803797e-14,1.24749714578785e-13,1.02032241972254e-12
"anzg_fipronil_fresh",7,"weibull",500,0.0380915228616196,0.070666727490091,0.125765113011575,0.196187559565228,0.274552608582366
"anzg_fipronil_fresh",8,"gamma",500,0.0209801583921601,0.0611322001856871,0.142700147654806,0.204393101008383,0.250541306720566
"anzg_fipronil_fresh",8,"lgumbel",500,0.104879978283602,0.185195562856868,0.327365296290662,0.477385173307882,0.626760477372299
"anzg_fipronil_fresh",8,"llogis",500,0.13972478126918,0.153481727422359,0.175711703115454,0.200919096140267,0.230874484311223
"anzg_fipronil_fresh",8,"lnorm",500,0.137901223967657,0.184558345318648,0.223623939806804,0.240917219334861,0.253381564790554
"anzg_fipronil_fresh",8,"lnorm_lnorm",500,1.5875317944853e-08,2.83438588962624e-08,6.92943204244599e-08,2.87453100388215e-07,1.41945260367694e-06
"anzg_fipronil_fresh",8,"weibull",500,0.0260369401837166,0.0564091548986316,0.114384907060814,0.181945662967184,0.264831768475811
"anzg_fipronil_fresh",10,"gamma",500,0.00988429141793413,0.0338835485316802,0.102192400257373,0.194234200739813,0.248553125255421
"anzg_fipronil_fresh",10,"lgumbel",500,0.110412877428441,0.195057276162973,0.371147479873473,0.55281502686109,0.698309459768306
"anzg_fipronil_fresh",10,"llogis",500,0.128973442246996,0.145437420036128,0.17030578154097,0.204187320454182,0.236711894098919
"anzg_fipronil_fresh",10,"lnorm",500,0.105643341213499,0.174381587654437,0.227298087390998,0.253786984760783,0.266922939723978
"anzg_fipronil_fresh",10,"lnorm_lnorm",500,2.54376522199065e-05,4.39466296019089e-05,9.07566740969538e-05,0.000322294769064781,0.00154017267060824
"anzg_fipronil_fresh",10,"weibull",500,0.0107197345685567,0.0317114099147932,0.0833136316499268,0.163871788986278,0.238147312786465
"anzg_fipronil_fresh",16,"gamma",500,0.000425672497962393,0.00398505125855206,0.0330477445941674,0.120362207413707,0.222347750526892
"anzg_fipronil_fresh",16,"lgumbel",500,0.0990636633938746,0.238437893710568,0.454702153938961,0.678314236072974,0.799421445372154
"anzg_fipronil_fresh",16,"llogis",500,0.074522314512754,0.109165240305884,0.153505794962866,0.198785327405628,0.252416074944558
"anzg_fipronil_fresh",16,"lnorm",500,0.0463901876790642,0.104897459369405,0.207180871742193,0.283491664987106,0.308513365730882
"anzg_fipronil_fresh",16,"lnorm_lnorm",500,0.00202714250295764,0.00328101988038752,0.00696256156784068,0.0275492727013344,0.156590397609067
"anzg_fipronil_fresh",16,"weibull",500,0.000839731692228245,0.00447095349431953,0.0247401228447574,0.0815034549087702,0.158667198677507
"anzg_fipronil_fresh",26,"gamma",500,2.36053465354562e-06,7.48939712886948e-05,0.00189026871609074,0.0288606662485683,0.109248260581641
"anzg_fipronil_fresh",26,"lgumbel",500,0.139215797394528,0.322079340062879,0.580481244428453,0.792975879246557,0.880690136276238
"anzg_fipronil_fresh",26,"llogis",500,0.0291965562843336,0.0576270584451037,0.113260222493739,0.183390736936626,0.263933504649514
"anzg_fipronil_fresh",26,"lnorm",500,0.0115894814406067,0.0353058548146149,0.124153726435479,0.283109332311619,0.365476410970686
"anzg_fipronil_fresh",26,"lnorm_lnorm",500,0.0087721931020286,0.0143049218169562,0.0295994867666248,0.0991599995757871,0.321684441425415
"anzg_fipronil_fresh",26,"weibull",500,1.60339919002889e-05,0.000144481094040495,0.001632238451098,0.0162275299794193,0.059074493457007
"anzg_fluoride_fresh",5,"gamma",500,9.93992347812347e-16,7.26303628665483e-15,2.95182437468076e-14,6.7441293857011e-14,8.31393287452105e-14
"anzg_fluoride_fresh",5,"lgumbel",500,7.15398099743767e-16,3.82063450335007e-15,1.51863277152371e-14,3.83601751886191e-14,7.48327979878424e-14
"anzg_fluoride_fresh",5,"llogis",500,7.65773055097393e-16,5.11862315034757e-15,2.0465798131177e-14,4.65975982328855e-14,7.13768854990617e-14
"anzg_fluoride_fresh",5,"lnorm",500,1.02425909532089e-15,6.33445912797914e-15,2.36981350046357e-14,5.27645199723865e-14,8.2118241272284e-14
"anzg_fluoride_fresh",5,"lnorm_lnorm",500,0.999999999999645,0.999999999999732,0.999999999999869,0.999999999999966,0.999999999999995
"anzg_fluoride_fresh",5,"weibull",500,9.34609471705641e-16,7.04196018754591e-15,3.03365846505298e-14,6.60863406943365e-14,8.26592143660351e-14
"anzg_fluoride_fresh",6,"gamma",500,0.140998382560148,0.198905005101344,0.251822129609448,0.306193143841508,0.367090808820946
"anzg_fluoride_fresh",6,"lgumbel",500,0.0348406279060694,0.0633820642164198,0.119323002946018,0.197409137553056,0.306547515550752
"anzg_fluoride_fresh",6,"llogis",500,0.120890499950548,0.139816388653679,0.156340181164715,0.176300151659223,0.200568493150442
"anzg_fluoride_fresh",6,"lnorm",500,0.11583562193237,0.154006673808291,0.199361175602831,0.224563450522731,0.235383426541091
"anzg_fluoride_fresh",6,"lnorm_lnorm",500,0,0,0,0,0
"anzg_fluoride_fresh",6,"weibull",500,0.128329633028265,0.195879697731355,0.256813874671718,0.312801559158966,0.359375605134681
"anzg_fluoride_fresh",7,"gamma",500,0.141553574887148,0.202257502508954,0.263926242163271,0.331003069974077,0.395202513723246
"anzg_fluoride_fresh",7,"lgumbel",500,0.0221101456187283,0.0470197691513652,0.105966222714774,0.177274739070349,0.284737841764484
"anzg_fluoride_fresh",7,"llogis",500,0.109668348012417,0.129739666178983,0.150579511310575,0.176039886476783,0.206352534666963
"anzg_fluoride_fresh",7,"lnorm",500,0.0957997138162575,0.140406004555567,0.197759311608149,0.229565496455995,0.243553415191269
"anzg_fluoride_fresh",7,"lnorm_lnorm",500,6.10780581892146e-15,9.36022595484991e-15,2.09299983444598e-14,8.47203971289894e-14,3.5614134085038e-13
"anzg_fluoride_fresh",7,"weibull",500,0.141419087600417,0.201347703003427,0.266875074712206,0.329961620293875,0.378753759786784
"anzg_fluoride_fresh",8,"gamma",500,0.133906108232369,0.20855905147735,0.278745366285972,0.344741267716125,0.411196873923506
"anzg_fluoride_fresh",8,"lgumbel",500,0.0148477685792392,0.0333792496890393,0.0813474966348239,0.170118475077282,0.289208980065332
"anzg_fluoride_fresh",8,"llogis",500,0.0993020220940609,0.122396124293963,0.149583063426628,0.174342728951384,0.209060322398879
"anzg_fluoride_fresh",8,"lnorm",500,0.0831363683407214,0.130512457459415,0.190026051598987,0.231099826903495,0.253122890609708
"anzg_fluoride_fresh",8,"lnorm_lnorm",500,1.62879352148752e-08,2.35687496825688e-08,5.52258706006258e-08,2.09000751782581e-07,1.25212176019747e-06
"anzg_fluoride_fresh",8,"weibull",500,0.128903323818451,0.207595424432432,0.285732021997366,0.337377111281231,0.391091001823954
"anzg_fluoride_fresh",10,"gamma",500,0.131547832174763,0.21814377929126,0.301625112757727,0.368542522302137,0.437015835112337
"anzg_fluoride_fresh",10,"lgumbel",500,0.00666424459812156,0.0177809830396051,0.0522026325593619,0.129956978972891,0.242610344023608
"anzg_fluoride_fresh",10,"llogis",500,0.0805108007131051,0.109383314504587,0.143236726739853,0.178787140372626,0.214888322513478
"anzg_fluoride_fresh",10,"lnorm",500,0.0655608027185167,0.107198194666506,0.18132351860249,0.238487032011051,0.265816019550606
"anzg_fluoride_fresh",10,"lnorm_lnorm",500,2.2351011448681e-05,3.07096190074615e-05,8.32961808019166e-05,0.000321208105534739,0.001327613248322
"anzg_fluoride_fresh",10,"weibull",500,0.133625336098047,0.218181718085052,0.30617204601083,0.357983066765279,0.403431635020403
"anzg_fluoride_fresh",16,"gamma",500,0.153945242240118,0.25546144443999,0.3459222602589,0.424942807665765,0.493891482599035
"anzg_fluoride_fresh",16,"lgumbel",500,0.000432377043281212,0.00210247125460328,0.0114562399058999,0.0460381864541686,0.122259442908202
"anzg_fluoride_fresh",16,"llogis",500,0.0390103778053358,0.0644877357273725,0.104476072668284,0.158152158955051,0.220062981478648
"anzg_fluoride_fresh",16,"lnorm",500,0.0214133970544477,0.0552652401180901,0.128316597916171,0.221139834645983,0.296024448921988
"anzg_fluoride_fresh",16,"lnorm_lnorm",500,0.00161715588553681,0.0025271342608094,0.00554584812574362,0.0175559598182463,0.0768463059830412
"anzg_fluoride_fresh",16,"weibull",500,0.16808582972065,0.266500587464831,0.34239566879197,0.394402357984713,0.43113390458891
"anzg_fluoride_fresh",26,"gamma",500,0.146785586091391,0.271189770943745,0.385986703609475,0.468558305313969,0.53043994096745
"anzg_fluoride_fresh",26,"lgumbel",500,4.12033528619817e-06,4.93694302449341e-05,0.000542206299780348,0.005589119962177,0.027943027044241
"anzg_fluoride_fresh",26,"llogis",500,0.0114957888991973,0.0257158861305572,0.0615587783838016,0.124082300312695,0.202118746955296
"anzg_fluoride_fresh",26,"lnorm",500,0.00372501259164882,0.014378680003394,0.0585603598441608,0.158968732894863,0.300941390348498
"anzg_fluoride_fresh",26,"lnorm_lnorm",500,0.0062315012750475,0.00989326459255253,0.0231783593473648,0.073832157249435,0.234774663281814
"anzg_fluoride_fresh",26,"weibull",500,0.171501218197139,0.285673782961104,0.377210390693745,0.422997218396475,0.447856617961885
"anzg_glyphosate_fresh",5,"gamma",500,4.19519783671162e-16,2.61356811085857e-15,1.10999404298628e-14,3.94457430960215e-14,7.73324081278076e-14
"anzg_glyphosate_fresh",5,"lgumbel",500,7.96646256103785e-16,4.40968053186265e-15,2.56062263343155e-14,6.03535959173751e-14,8.28649389078143e-14
"anzg_glyphosate_fresh",5,"llogis",500,5.20915596429269e-16,3.30712088488124e-15,1.82427196906337e-14,4.79144015751748e-14,7.36969487423739e-14
"anzg_glyphosate_fresh",5,"lnorm",500,6.16569001542396e-16,4.20266411632427e-15,2.05198450919859e-14,5.39032726872976e-14,8.41366637182684e-14
"anzg_glyphosate_fresh",5,"lnorm_lnorm",500,0.999999999999636,0.999999999999748,0.999999999999903,0.999999999999978,0.999999999999997
"anzg_glyphosate_fresh",5,"weibull",500,4.47075989258891e-16,3.50778573494019e-15,1.3287152069724e-14,4.11336062501183e-14,7.80816280564426e-14
"anzg_glyphosate_fresh",6,"gamma",500,0.0259281261368832,0.0651812799406594,0.135746577028923,0.207223982913219,0.262893179115116
"anzg_glyphosate_fresh",6,"lgumbel",500,0.108139966126007,0.173432991354148,0.285836436700535,0.404952958111866,0.545717415279822
"anzg_glyphosate_fresh",6,"llogis",500,0.147158778165684,0.163659664798512,0.178798007431559,0.202740848251037,0.226129305909405
"anzg_glyphosate_fresh",6,"lnorm",500,0.160859780517714,0.199335218932338,0.222659292421179,0.235099294390791,0.246033909621709
"anzg_glyphosate_fresh",6,"lnorm_lnorm",500,0,0,0,0,0
"anzg_glyphosate_fresh",6,"weibull",500,0.0574842588565355,0.0970717842282211,0.14840198681192,0.214634872668329,0.269023679625327
"anzg_glyphosate_fresh",7,"gamma",500,0.0148835147268619,0.0476149047069453,0.122769586419274,0.196825614384039,0.258754177694507
