"dataset","nrow","distribution","mean_weight","sd_weight","n_sims"
"anzg_boron_fresh",6,"llogis",0.173528880420262,0.0293548776518673,500
"anzg_boron_fresh",6,"lnorm",0.206720802767338,0.0338690187423969,500
"anzg_boron_fresh",6,"lnorm_lnorm",0,0,500
"anzg_boron_fresh",6,"weibull",0.200195315739621,0.0890534362435377,500
"anzg_boron_fresh",7,"gamma",0.194449655921389,0.0886671709859198,500
"anzg_boron_fresh",7,"lgumbel",0.219804239330677,0.150929234796452,500
"anzg_boron_fresh",7,"llogis",0.174331919873369,0.035218416805907,500
"anzg_boron_fresh",7,"lnorm",0.209912466506828,0.0413662856281447,500
"anzg_boron_fresh",7,"lnorm_lnorm",6.52204040358966e-13,5.95259311569219e-12,500
"anzg_boron_fresh",7,"weibull",0.201501718367084,0.0975501337388145,500
"anzg_boron_fresh",8,"gamma",0.190961358324142,0.097822607944444,500
"anzg_boron_fresh",8,"lgumbel",0.222154837876673,0.164719379171906,500
"anzg_boron_fresh",8,"llogis",0.175918928947377,0.0418668587334209,500
"anzg_boron_fresh",8,"lnorm",0.212734801707731,0.0476047361342608,500
"anzg_boron_fresh",8,"lnorm_lnorm",2.09413373749602e-06,2.53759446578067e-05,500
"anzg_boron_fresh",8,"weibull",0.198227979010338,0.104321211548479,500
"anzg_boron_fresh",10,"gamma",0.186077253386223,0.111504805966158,500
"anzg_boron_fresh",10,"lgumbel",0.221175816400927,0.183504288493533,500
"anzg_boron_fresh",10,"llogis",0.178394183709096,0.0559698097213288,500
"anzg_boron_fresh",10,"lnorm",0.217794913051406,0.0600074919747585,500
"anzg_boron_fresh",10,"lnorm_lnorm",0.00102340595610493,0.00447292208111783,500
"anzg_boron_fresh",10,"weibull",0.195534427496243,0.116260917350552,500
"anzg_boron_fresh",16,"gamma",0.156361823191598,0.126907968820677,500
"anzg_boron_fresh",16,"lgumbel",0.209078512277142,0.206562880852848,500
"anzg_boron_fresh",16,"llogis",0.194247994616341,0.100788427666304,500
"anzg_boron_fresh",16,"lnorm",0.239135269767715,0.0868377890257749,500
"anzg_boron_fresh",16,"lnorm_lnorm",0.0327704840054489,0.0945633424011835,500
"anzg_boron_fresh",16,"weibull",0.168405916141755,0.12979862671272,500
"anzg_boron_fresh",26,"gamma",0.122900954362662,0.130913976251539,500
"anzg_boron_fresh",26,"lgumbel",0.168525583565383,0.202135828367973,500
"anzg_boron_fresh",26,"llogis",0.21201838600331,0.1404290928833,500
"anzg_boron_fresh",26,"lnorm",0.282622422728806,0.126171148292258,500
"anzg_boron_fresh",26,"lnorm_lnorm",0.0776570300576685,0.150770927021734,500
"anzg_boron_fresh",26,"weibull",0.136275623282171,0.133040611923521,500
"anzg_chlorine_marine",5,"gamma",0.00896326069104211,0.0478551974439,500
"anzg_chlorine_marine",5,"lgumbel",0.00738904699248069,0.0505681332853165,500
"anzg_chlorine_marine",5,"llogis",0.00593467290216178,0.0293251273706847,500
"anzg_chlorine_marine",5,"lnorm",0.00635229214704482,0.0326143606118081,500
"anzg_chlorine_marine",5,"lnorm_lnorm",0.959999999999807,0.196155433031563,500
"anzg_chlorine_marine",5,"weibull",0.0113607272674632,0.0626055825900378,500
"anzg_chlorine_marine",6,"gamma",0.199855048864547,0.0765929695947401,500
"anzg_chlorine_marine",6,"lgumbel",0.210111516638424,0.139206565077339,500
"anzg_chlorine_marine",6,"llogis",0.175487214250068,0.0288015635882284,500
"anzg_chlorine_marine",6,"lnorm",0.204209510272976,0.0382212217617896,500
"anzg_chlorine_marine",6,"lnorm_lnorm",0,0,500
"anzg_chlorine_marine",6,"weibull",0.210336709973986,0.097486657950095,500
"anzg_chlorine_marine",7,"gamma",0.198981981821025,0.0863549588335094,500
"anzg_chlorine_marine",7,"lgumbel",0.207189680868616,0.150693448137848,500
"anzg_chlorine_marine",7,"llogis",0.177991070870252,0.0370869314768921,500
"anzg_chlorine_marine",7,"lnorm",0.206667684648084,0.0447920555858373,500
"anzg_chlorine_marine",7,"lnorm_lnorm",2.04842683577842e-11,3.34946145593455e-10,500
"anzg_chlorine_marine",7,"weibull",0.20916958177154,0.105397621067249,500
"anzg_chlorine_marine",8,"gamma",0.198818740944104,0.0932535241793184,500
"anzg_chlorine_marine",8,"lgumbel",0.203892829550503,0.161179367718326,500
"anzg_chlorine_marine",8,"llogis",0.180601062024039,0.0452760801754211,500
"anzg_chlorine_marine",8,"lnorm",0.209954290109092,0.0494068374751181,500
"anzg_chlorine_marine",8,"lnorm_lnorm",3.62008574607272e-05,0.000534129910313485,500
"anzg_chlorine_marine",8,"weibull",0.206696876514802,0.108324331407689,500
"anzg_chlorine_marine",10,"gamma",0.191990848451413,0.110258053954299,500
"anzg_chlorine_marine",10,"lgumbel",0.209993564650791,0.194385168703913,500
"anzg_chlorine_marine",10,"llogis",0.185269124922966,0.0596982891106409,500
"anzg_chlorine_marine",10,"lnorm",0.211357658236034,0.0628989241929321,500
"anzg_chlorine_marine",10,"lnorm_lnorm",0.00420508884076145,0.0388646897548499,500
"anzg_chlorine_marine",10,"weibull",0.197183714898034,0.119665788731073,500
"anzg_chlorine_marine",16,"gamma",0.169660259692816,0.130357826893284,500
"anzg_chlorine_marine",16,"lgumbel",0.194614974543257,0.215536393600072,500
"anzg_chlorine_marine",16,"llogis",0.205047169933507,0.106664731757421,500
"anzg_chlorine_marine",16,"lnorm",0.228229998758064,0.0944098352992122,500
"anzg_chlorine_marine",16,"lnorm_lnorm",0.0286816453782325,0.0940970328601102,500
