"name","step","seconds","bytes"
"sample_step_42_anzg_zinc_marine_359_TRUE","sample",0.031,11930
"sample_step_42_anzg_mancozeb_fresh_246_TRUE","sample",0.019,11475
"sample_step_42_anzg_nitrate_moderate_fresh_484_TRUE","sample",0.019,12403
"sample_step_42_anzg_perfluorooctane_sulfonate_pfos_fresh_263_TRUE","sample",0.022,12863
"sample_step_42_anzg_copper_marine_240_TRUE","sample",0.022,12734
"sample_step_42_ccme_cadmium_432_TRUE","sample",0.028,12719
"sample_step_42_anzg_mancozeb_fresh_189_TRUE","sample",0.021,12754
"sample_step_42_anzg_paraquat_fresh_337_TRUE","sample",0.019,11866
"sample_step_42_anzg_chromium_III_fresh_79_TRUE","sample",0.021,11390
"sample_step_42_anzg_fipronil_fresh_161_TRUE","sample",0.022,11269
"sample_step_42_anzg_copper_marine_20_TRUE","sample",0.02,11673
"sample_step_42_anzg_copper_marine_473_TRUE","sample",0.018,11324
"sample_step_42_anzg_boron_fresh_260_TRUE","sample",0.018,12728
"sample_step_42_anzg_zinc_marine_459_TRUE","sample",0.022,11210
"sample_step_42_anzg_nitrate_hard_fresh_232_TRUE","sample",0.021,11171
"sample_step_42_anzg_nitrate_moderate_fresh_384_TRUE","sample",0.025,12025
"sample_step_42_anzg_perfluorooctane_sulfonate_pfos_fresh_163_TRUE","sample",0.019,12867
"sample_step_42_anzg_copper_marine_340_TRUE","sample",0.018,11749
"sample_step_42_anzg_boron_fresh_115_TRUE","sample",0.022,11560
"sample_step_42_anzg_mancozeb_fresh_289_TRUE","sample",0.022,11560
"sample_step_42_anzg_perfluorooctane_sulfonate_pfos_fresh_290_TRUE","sample",0.021,12867
"sample_step_42_anzg_paraquat_fresh_437_TRUE","sample",0.018,11245
"sample_step_42_ccme_glyphosate_5_TRUE","sample",0.019,11389
"sample_step_42_anzg_fipronil_fresh_461_TRUE","sample",0.023,12744
"sample_step_42_anzg_iron_fresh_164_TRUE","sample",0.037,11186
"sample_step_42_anzg_boron_fresh_360_TRUE","sample",0.04,11456
"sample_step_42_anzg_zinc_marine_159_TRUE","sample",0.017,11868
"sample_step_42_anzg_nitrate_hard_fresh_332_TRUE","sample",0.02,12212
"sample_step_42_anzg_nitrate_moderate_fresh_284_TRUE","sample",0.023,11265
"sample_step_42_anzg_perfluorooctane_sulfonate_pfos_fresh_463_TRUE","sample",0.034,11614
"sample_step_42_anzg_copper_marine_440_TRUE","sample",0.024,12749
"sample_step_42_anzg_boron_fresh_215_TRUE","sample",0.018,11441
"sample_step_42_anzg_iron_fresh_81_TRUE","sample",0.025,11350
"sample_step_42_anzg_nickel_marine_269_TRUE","sample",0.034,12448
"sample_step_42_anzg_perfluorooctane_sulfonate_pfos_fresh_190_TRUE","sample",0.019,11508
"sample_step_42_anzg_ammonia_fresh_357_TRUE","sample",0.033,11668
"sample_step_42_anzg_fipronil_fresh_361_TRUE","sample",0.038,11378
"sample_step_42_anzg_iron_fresh_264_TRUE","sample",0.034,11046
"sample_step_42_anzg_boron_fresh_460_TRUE","sample",0.019,12337
"sample_step_42_anzg_zinc_marine_259_TRUE","sample",0.022,12739
"sample_step_42_anzg_metolachlor_fresh_500_TRUE","sample",0.02,12345
"sample_step_42_anzg_nitrate_hard_fresh_432_TRUE","sample",0.033,12742
"sample_step_42_anzg_nitrate_moderate_fresh_184_TRUE","sample",0.032,12792
"sample_step_42_anzg_perfluorooctane_sulfonate_pfos_fresh_363_TRUE","sample",0.038,11494
"sample_step_42_anzg_iron_fresh_127_TRUE","sample",0.019,11575
"sample_step_42_anzg_boron_fresh_315_TRUE","sample",0.019,11640
"sample_step_42_anzg_simazine_marine_431_TRUE","sample",0.032,11725
"sample_step_42_anzg_nickel_marine_169_TRUE","sample",0.032,12744
"sample_step_42_anzg_alpha_cypermethrin_fresh_118_TRUE","sample",0.022,11523
"sample_step_42_ccme_endosulfan_199_TRUE","sample",0.02,11145
"sample_step_42_anzg_fluoride_fresh_47_TRUE","sample",0.019,11499
"sample_step_42_anzg_ammonia_fresh_457_TRUE","sample",0.032,11741
"sample_step_42_anzg_perfluorooctane_sulfonate_pfos_fresh_490_TRUE","sample",0.032,11312
"sample_step_42_anzg_mcpa_fresh_78_TRUE","sample",0.038,12730
"sample_step_42_anzg_glyphosate_fresh_66_TRUE","sample",0.02,12759
"sample_step_42_anzg_iron_fresh_364_TRUE","sample",0.021,12734
"sample_step_42_anzg_ammonia_fresh_314_TRUE","sample",0.023,11874
"sample_step_42_anzg_fluoride_fresh_301_TRUE","sample",0.032,11396
"sample_step_42_anzg_iron_fresh_227_TRUE","sample",0.024,11723
"sample_step_42_anzg_boron_fresh_415_TRUE","sample",0.019,11486
"sample_step_42_anzg_simazine_marine_331_TRUE","sample",0.019,11230
"sample_step_42_anzg_dioxins_fresh_117_TRUE","sample",0.022,12446
"sample_step_42_anzg_nickel_marine_469_TRUE","sample",0.022,12749
"sample_step_42_anzg_alpha_cypermethrin_fresh_218_TRUE","sample",0.018,11651
"sample_step_42_ccme_endosulfan_299_TRUE","sample",0.019,11411
"sample_step_42_anzg_iron_marine_323_TRUE","sample",0.023,11510
"sample_step_42_anzg_ammonia_fresh_157_TRUE","sample",0.022,11288
"sample_step_42_anzg_perfluorooctane_sulfonate_pfos_fresh_390_TRUE","sample",0.037,12778
"sample_step_42_ccme_endosulfan_158_TRUE","sample",0.049,11655
"sample_step_42_anzg_iron_fresh_464_TRUE","sample",0.02,12160
"sample_step_42_anzg_ammonia_fresh_414_TRUE","sample",0.022,11707
"sample_step_42_anzg_fluoride_fresh_401_TRUE","sample",0.025,12754
"sample_step_42_anzg_simazine_fresh_287_TRUE","sample",0.018,11570
"sample_step_42_anzg_ametryn_fresh_48_TRUE","sample",0.023,12745
"sample_step_42_anzg_iron_fresh_327_TRUE","sample",0.019,12041
"sample_step_42_anzg_simazine_marine_231_TRUE","sample",0.022,12759
"sample_step_42_anzg_dioxins_fresh_217_TRUE","sample",0.022,12670
"sample_step_42_anzg_nickel_marine_369_TRUE","sample",0.018,11494
"sample_step_42_anzg_alpha_cypermethrin_fresh_318_TRUE","sample",0.021,11775
"sample_step_42_ccme_endosulfan_399_TRUE","sample",0.023,12734
"sample_step_42_anzg_iron_marine_423_TRUE","sample",0.024,11131
"sample_step_42_anzg_ammonia_fresh_257_TRUE","sample",0.018,11268
"sample_step_42_anzg_fluoride_fresh_344_TRUE","sample",0.037,11480
"sample_step_42_ccme_endosulfan_258_TRUE","sample",0.018,11626
"sample_step_42_anzg_iron_marine_368_TRUE","sample",0.023,11273
"sample_step_42_anzg_ammonia_fresh_114_TRUE","sample",0.035,12250
"sample_step_42_anzg_fluoride_fresh_101_TRUE","sample",0.018,11458
"sample_step_42_anzg_mancozeb_fresh_90_TRUE","sample",0.021,11963
"sample_step_42_anzg_alpha_cypermethrin_fresh_192_TRUE","sample",0.02,12192
"sample_step_42_anzg_simazine_fresh_187_TRUE","sample",0.035,11555
"sample_step_42_anzg_paraquat_fresh_11_TRUE","sample",0.035,12376
"sample_step_42_anzg_simazine_marine_131_TRUE","sample",0.019,11544
"sample_step_42_anzg_iron_fresh_427_TRUE","sample",0.024,12729
"sample_step_42_anzg_dioxins_fresh_317_TRUE","sample",0.021,11528
"sample_step_42_ccme_silver_54_TRUE","sample",0.034,12709
"sample_step_42_anzg_alpha_cypermethrin_fresh_418_TRUE","sample",0.032,11988
"sample_step_42_ccme_endosulfan_499_TRUE","sample",0.02,12674
"sample_step_42_anzg_nickel_marine_214_TRUE","sample",0.022,11372
"sample_step_42_anzg_iron_marine_123_TRUE","sample",0.02,11207
"sample_step_42_anzg_ametryn_fresh_85_TRUE","sample",0.032,11163
"sample_step_42_ccme_endosulfan_358_TRUE","sample",0.019,11412
"sample_step_42_anzg_fluoride_fresh_444_TRUE","sample",0.025,11930
"sample_step_42_anzg_bisphenol_a_marine_82_TRUE","sample",0.033,12769
"sample_step_42_anzg_ammonia_fresh_214_TRUE","sample",0.02,12252
"sample_step_42_anzg_iron_marine_468_TRUE","sample",0.033,12469
"sample_step_42_anzg_alpha_cypermethrin_fresh_292_TRUE","sample",0.02,12805
"sample_step_42_anzg_fluoride_fresh_201_TRUE","sample",0.021,11607
"sample_step_42_anzg_simazine_fresh_487_TRUE","sample",0.041,11391
"sample_step_42_anzg_metsulfuron_methyl_fresh_236_TRUE","sample",0.031,12807
"sample_step_42_anzg_dioxins_fresh_417_TRUE","sample",0.025,11505
"sample_step_42_anzg_nickel_marine_114_TRUE","sample",0.021,12382
"sample_step_42_anzg_diuron_marine_90_TRUE","sample",0.02,12743
"sample_step_42_anzg_alpha_cypermethrin_fresh_185_TRUE","sample",0.033,11503
"sample_step_42_anzg_iron_marine_223_TRUE","sample",0.034,11442
"sample_step_42_anzg_perfluorooctane_sulfonate_pfos_fresh_14_TRUE","sample",0.019,12502
"sample_step_42_anzg_fluoride_fresh_144_TRUE","sample",0.02,12754
"sample_step_42_ccme_silver_95_TRUE","sample",0.02,11272
"sample_step_42_anzg_nitrate_soft_fresh_6_TRUE","sample",0.023,12473
"sample_step_42_ccme_endosulfan_458_TRUE","sample",0.023,12734
"sample_step_42_anzg_iron_marine_168_TRUE","sample",0.018,11924
"sample_step_42_anzg_alpha_cypermethrin_fresh_392_TRUE","sample",0.019,11823
"sample_step_42_anzg_metsulfuron_methyl_fresh_136_TRUE","sample",0.024,11430
"sample_step_42_anzg_simazine_fresh_387_TRUE","sample",0.021,12754
"sample_step_42_anzg_alpha_cypermethrin_fresh_285_TRUE","sample",0.018,12805
"sample_step_42_anzg_nickel_marine_414_TRUE","sample",0.025,12749
"sample_step_42_anzg_manganese_marine_222_TRUE","sample",0.018,11676
"sample_step_42_anzg_fluoride_fresh_244_TRUE","sample",0.021,12755
"sample_step_42_anzg_metsulfuron_methyl_fresh_273_TRUE","sample",0.022,11346
"sample_step_42_anzg_bisphenol_a_fresh_262_TRUE","sample",0.023,12769
"sample_step_42_anzg_diuron_marine_51_TRUE","sample",0.018,11519
"sample_step_42_anzg_iron_marine_268_TRUE","sample",0.019,11138
"sample_step_42_anzg_paraquat_fresh_97_TRUE","sample",0.023,11239
"sample_step_42_ccme_endosulfan_105_TRUE","sample",0.024,11610
"sample_step_42_anzg_alpha_cypermethrin_fresh_492_TRUE","sample",0.025,12806
"sample_step_42_anzg_simazine_marine_39_TRUE","sample",0.019,11984
"sample_step_42_anzg_metsulfuron_methyl_fresh_436_TRUE","sample",0.018,11494
"sample_step_42_anzg_nickel_marine_314_TRUE","sample",0.023,11685
"sample_step_42_anzg_alpha_cypermethrin_fresh_385_TRUE","sample",0.022,11609
"sample_step_42_anzg_manganese_marine_122_TRUE","sample",0.018,12661
"sample_step_42_anzg_metsulfuron_methyl_fresh_173_TRUE","sample",0.018,12806
"sample_step_42_ccme_endosulfan_205_TRUE","sample",0.024,12734
"sample_step_42_anzg_zinc_marine_97_TRUE","sample",0.018,11972
"sample_step_42_anzg_bisphenol_a_fresh_162_TRUE","sample",0.022,12338
"sample_step_42_anzg_bisphenol_a_fresh_215_TRUE","sample",0.018,12147
"sample_step_42_anzg_metsulfuron_methyl_fresh_336_TRUE","sample",0.019,12394
"sample_step_42_anzg_paraquat_fresh_54_TRUE","sample",0.033,12747
"sample_step_42_ccme_silver_440_TRUE","sample",0.036,11482
"sample_step_42_anzg_alpha_cypermethrin_fresh_485_TRUE","sample",0.025,11246
"sample_step_42_anzg_manganese_marine_422_TRUE","sample",0.019,12764
"sample_step_42_anzg_metsulfuron_methyl_fresh_473_TRUE","sample",0.02,12805
"sample_step_42_anzg_bisphenol_a_fresh_462_TRUE","sample",0.038,12769
"sample_step_42_ccme_endosulfan_305_TRUE","sample",0.033,12711
"sample_step_42_anzg_chlorine_marine_79_TRUE","sample",0.02,12276
"sample_step_42_anzg_bisphenol_a_fresh_115_TRUE","sample",0.019,12211
"sample_step_42_ccme_silver_340_TRUE","sample",0.032,12330
"sample_step_42_ccme_boron_62_TRUE","sample",0.035,11813
"sample_step_42_anzg_manganese_marine_322_TRUE","sample",0.021,12764
"sample_step_42_anzg_metsulfuron_methyl_fresh_373_TRUE","sample",0.019,11671
"sample_step_42_ccme_silver_405_TRUE","sample",0.02,11304
"sample_step_42_anzg_sulfometuron_methyl_fresh_96_TRUE","sample",0.033,12806
"sample_step_42_anzg_bisphenol_a_fresh_362_TRUE","sample",0.036,11385
"sample_step_42_ccme_endosulfan_405_TRUE","sample",0.034,11644
"sample_step_42_ccme_silver_240_TRUE","sample",0.019,12713
"sample_step_42_anzg_bisphenol_a_fresh_415_TRUE","sample",0.019,12769
"sample_step_42_ccme_silver_305_TRUE","sample",0.032,11352
"sample_step_42_anzg_zinc_marine_11_TRUE","sample",0.022,11352
"sample_step_42_anzg_manganese_marine_85_TRUE","sample",0.033,12759
"sample_step_42_anzg_bisphenol_a_fresh_315_TRUE","sample",0.02,11005
"sample_step_42_anzg_sulfometuron_methyl_fresh_59_TRUE","sample",0.021,12806
"sample_step_42_ccme_silver_140_TRUE","sample",0.032,11481
"sample_step_42_anzg_fipronil_fresh_17_TRUE","sample",0.036,11230
"sample_step_42_ccme_silver_205_TRUE","sample",0.039,11621
"sample_step_42_anzg_nitrate_hard_fresh_3_TRUE","sample",0.02,11407
"sample_step_42_anzg_zinc_marine_46_TRUE","sample",0.018,12734
"sample_step_42_ccme_boron_259_TRUE","sample",0.022,11847
"sample_step_42_anzg_dioxins_fresh_51_TRUE","sample",0.022,12745
"sample_step_42_anzg_chromium_III_fresh_206_TRUE","sample",0.019,11860
"sample_step_42_ccme_silver_105_TRUE","sample",0.019,12095
"sample_step_42_anzg_bisphenol_a_fresh_34_TRUE","sample",0.022,11938
"sample_step_42_anzg_aluminium_marine_280_TRUE","sample",0.022,12764
"sample_step_42_ccme_boron_159_TRUE","sample",0.018,11134
"sample_step_42_anzg_chromium_III_fresh_106_TRUE","sample",0.017,11499
"sample_step_42_ccme_boron_23_TRUE","sample",0.022,11578
"sample_step_42_ccme_endosulfan_39_TRUE","sample",0.021,11574
"sample_step_42_anzg_dioxins_fresh_90_TRUE","sample",0.024,12364
"sample_step_42_anzg_chromium_III_fresh_243_TRUE","sample",0.018,11508
"sample_step_42_anzg_aluminium_marine_180_TRUE","sample",0.017,11404
"sample_step_42_anzg_bisphenol_a_fresh_75_TRUE","sample",0.022,12679
"sample_step_42_ccme_boron_459_TRUE","sample",0.024,11569
"sample_step_42_anzg_chromium_III_fresh_406_TRUE","sample",0.037,12280
"sample_step_42_anzg_bisphenol_a_marine_133_TRUE","sample",0.019,12727
"sample_step_42_anzg_chromium_III_fresh_143_TRUE","sample",0.018,12774
"sample_step_42_anzg_aluminium_marine_480_TRUE","sample",0.022,12408
"sample_step_42_anzg_chromium_III_fresh_288_TRUE","sample",0.023,12771
"sample_step_42_anzg_sulfometuron_methyl_fresh_138_TRUE","sample",0.021,12808
"sample_step_42_ccme_boron_359_TRUE","sample",0.018,11395
"sample_step_42_anzg_chromium_III_fresh_306_TRUE","sample",0.019,12774
"sample_step_42_anzg_fipronil_fresh_52_TRUE","sample",0.022,12410
"sample_step_42_anzg_bisphenol_a_marine_233_TRUE","sample",0.022,12774
"sample_step_42_anzg_chromium_III_fresh_443_TRUE","sample",0.017,12362
"sample_step_42_ccme_chloride_31_TRUE","sample",0.019,11518
"sample_step_42_anzg_nitrate_soft_fresh_404_TRUE","sample",0.037,11758
"sample_step_42_anzg_bisphenol_a_marine_178_TRUE","sample",0.035,12272
"sample_step_42_anzg_aluminium_marine_380_TRUE","sample",0.038,12421
"sample_step_42_anzg_chromium_III_fresh_188_TRUE","sample",0.021,11443
"sample_step_42_anzg_sulfometuron_methyl_fresh_8_TRUE","sample",0.02,12056
"sample_step_42_anzg_glyphosate_fresh_297_TRUE","sample",0.034,11519
"sample_step_42_anzg_sulfometuron_methyl_fresh_238_TRUE","sample",0.033,11649
"sample_step_42_ccme_boron_210_TRUE","sample",0.019,12190
"sample_step_42_anzg_nitrate_hard_fresh_62_TRUE","sample",0.019,12715
"sample_step_42_anzg_bisphenol_a_marine_333_TRUE","sample",0.034,12717
"sample_step_42_anzg_boron_fresh_17_TRUE","sample",0.033,11304
"sample_step_42_anzg_nickel_marine_75_TRUE","sample",0.024,11215
"sample_step_42_anzg_metolachlor_fresh_365_TRUE","sample",0.02,11489
"sample_step_42_anzg_chromium_III_fresh_343_TRUE","sample",0.02,11507
"sample_step_42_anzg_nitrate_soft_fresh_304_TRUE","sample",0.034,12774
"sample_step_42_anzg_bisphenol_a_marine_278_TRUE","sample",0.037,12774
"sample_step_42_anzg_chromium_III_fresh_488_TRUE","sample",0.037,12774
"sample_step_42_ccme_chloride_26_TRUE","sample",0.02,11285
"sample_step_42_anzg_nitrate_soft_fresh_445_TRUE","sample",0.019,11597
"sample_step_42_anzg_picloram_fresh_443_TRUE","sample",0.031,11381
"sample_step_42_anzg_glyphosate_fresh_197_TRUE","sample",0.032,11218
"sample_step_42_anzg_sulfometuron_methyl_fresh_338_TRUE","sample",0.023,11421
"sample_step_42_anzg_chlorine_marine_146_TRUE","sample",0.02,12062
"sample_step_42_ccme_chloride_176_TRUE","sample",0.019,11499
"sample_step_42_ccme_boron_110_TRUE","sample",0.033,11585
"sample_step_42_anzg_iron_marine_37_TRUE","sample",0.035,12734
"sample_step_42_anzg_bisphenol_a_marine_433_TRUE","sample",0.037,12008
"sample_step_42_anzg_metolachlor_fresh_465_TRUE","sample",0.019,12480
"sample_step_42_anzg_nitrate_soft_fresh_204_TRUE","sample",0.02,11364
"sample_step_42_anzg_bisphenol_a_marine_378_TRUE","sample",0.023,11606
"sample_step_42_anzg_nickel_marine_42_TRUE","sample",0.023,11512
"sample_step_42_anzg_chromium_III_fresh_388_TRUE","sample",0.02,11918
"sample_step_42_anzg_nitrate_soft_fresh_345_TRUE","sample",0.018,12776
"sample_step_42_anzg_picloram_fresh_343_TRUE","sample",0.023,12210
"sample_step_42_anzg_glyphosate_fresh_497_TRUE","sample",0.022,12764
"sample_step_42_anzg_sulfometuron_methyl_fresh_438_TRUE","sample",0.017,11496
"sample_step_42_anzg_perfluorooctane_sulfonate_pfos_fresh_473_TRUE","sample",0.018,12862
"sample_step_42_anzg_chlorine_marine_246_TRUE","sample",0.022,12758
"sample_step_42_ccme_chloride_276_TRUE","sample",0.022,10983
"sample_step_42_ccme_boron_410_TRUE","sample",0.024,11560
"sample_step_42_anzg_picloram_fresh_406_TRUE","sample",0.043,11404
"sample_step_42_anzg_ametryn_fresh_7_TRUE","sample",0.018,12739
"sample_step_42_anzg_metolachlor_fresh_165_TRUE","sample",0.021,12071
"sample_step_42_anzg_nitrate_soft_fresh_104_TRUE","sample",0.025,11487
"sample_step_42_ccme_cadmium_14_TRUE","sample",0.024,12652
"sample_step_42_anzg_glyphosate_fresh_211_TRUE","sample",0.017,12760
"sample_step_42_anzg_bisphenol_a_marine_478_TRUE","sample",0.018,12029
"sample_step_42_ccme_endosulfan_65_TRUE","sample",0.022,11620
"sample_step_42_anzg_nitrate_soft_fresh_245_TRUE","sample",0.023,11260
"sample_step_42_anzg_picloram_fresh_243_TRUE","sample",0.021,12754
"sample_step_42_anzg_glyphosate_fresh_397_TRUE","sample",0.017,11228
"sample_step_42_ccme_chloride_376_TRUE","sample",0.018,11132
"sample_step_42_anzg_aluminium_marine_97_TRUE","sample",0.021,11992
"sample_step_42_anzg_chlorine_marine_346_TRUE","sample",0.025,11523
"sample_step_42_ccme_boron_310_TRUE","sample",0.024,11512
"sample_step_42_anzg_paraquat_fresh_159_TRUE","sample",0.019,11923
"sample_step_42_anzg_diuron_marine_497_TRUE","sample",0.018,12749
"sample_step_42_anzg_picloram_fresh_306_TRUE","sample",0.034,11401
"sample_step_42_anzg_metolachlor_fresh_265_TRUE","sample",0.034,11485
"sample_step_42_anzg_glyphosate_fresh_111_TRUE","sample",0.019,11248
"sample_step_42_anzg_nitrate_soft_fresh_145_TRUE","sample",0.02,11865
"sample_step_42_anzg_picloram_fresh_143_TRUE","sample",0.032,11566
"sample_step_42_anzg_simazine_fresh_32_TRUE","sample",0.034,12749
"sample_step_42_ccme_chloride_476_TRUE","sample",0.02,12719
"sample_step_42_anzg_chlorine_marine_446_TRUE","sample",0.02,11297
"sample_step_42_anzg_paraquat_fresh_259_TRUE","sample",0.034,12754
"sample_step_42_ccme_glyphosate_76_TRUE","sample",0.034,12726
"sample_step_42_anzg_nickel_marine_479_TRUE","sample",0.02,11109
"sample_step_42_anzg_diuron_marine_397_TRUE","sample",0.018,11446
"sample_step_42_anzg_diuron_fresh_268_TRUE","sample",0.019,11378
"sample_step_42_anzg_nitrate_hard_fresh_29_TRUE","sample",0.036,11447
"sample_step_42_anzg_picloram_fresh_206_TRUE","sample",0.033,11330
"sample_step_42_anzg_aluminium_marine_54_TRUE","sample",0.025,11581
"sample_step_42_anzg_metolachlor_fresh_30_TRUE","sample",0.028,12745
"sample_step_42_anzg_paraquat_fresh_196_TRUE","sample",0.02,12750
"sample_step_42_anzg_boron_fresh_86_TRUE","sample",0.033,11929
"sample_step_42_anzg_ammonia_fresh_22_TRUE","sample",0.033,12005
"sample_step_42_anzg_nitrate_hard_fresh_190_TRUE","sample",0.023,12774
"sample_step_42_anzg_glyphosate_fresh_411_TRUE","sample",0.019,12764
"sample_step_42_anzg_paraquat_fresh_359_TRUE","sample",0.019,11592
"sample_step_42_anzg_diuron_marine_297_TRUE","sample",0.033,11415
"sample_step_42_anzg_diuron_fresh_168_TRUE","sample",0.035,11416
"sample_step_42_anzg_picloram_fresh_106_TRUE","sample",0.025,12754
"sample_step_42_ccme_cadmium_92_TRUE","sample",0.02,12714
"sample_step_42_anzg_alpha_cypermethrin_fresh_29_TRUE","sample",0.02,12205
"sample_step_42_anzg_nitrate_moderate_fresh_90_TRUE","sample",0.023,12787
"sample_step_42_anzg_paraquat_fresh_296_TRUE","sample",0.022,11278
"sample_step_42_anzg_nitrate_hard_fresh_290_TRUE","sample",0.019,12772
"sample_step_42_anzg_glyphosate_fresh_311_TRUE","sample",0.02,12764
"sample_step_42_anzg_metolachlor_fresh_63_TRUE","sample",0.022,12764
"sample_step_42_anzg_aluminium_marine_15_TRUE","sample",0.025,11636
"sample_step_42_anzg_iron_fresh_3_TRUE","sample",0.019,12724
"sample_step_42_anzg_nitrate_hard_fresh_153_TRUE","sample",0.017,11189
"sample_step_42_anzg_paraquat_fresh_459_TRUE","sample",0.019,12750
"sample_step_42_anzg_picloram_fresh_87_TRUE","sample",0.022,12749
"sample_step_42_ccme_cadmium_113_TRUE","sample",0.022,12660
"sample_step_42_anzg_diuron_marine_197_TRUE","sample",0.018,11716
"sample_step_42_anzg_diuron_fresh_468_TRUE","sample",0.019,12035
"sample_step_42_anzg_paraquat_fresh_396_TRUE","sample",0.022,11300
"sample_step_42_anzg_nitrate_hard_fresh_390_TRUE","sample",0.024,11976
"sample_step_42_anzg_copper_marine_85_TRUE","sample",0.025,11665
"sample_step_42_anzg_nitrate_hard_fresh_253_TRUE","sample",0.018,11388
"sample_step_42_anzg_fipronil_fresh_275_TRUE","sample",0.018,11229
"sample_step_42_ccme_cadmium_213_TRUE","sample",0.021,11647
"sample_step_42_anzg_glyphosate_fresh_49_TRUE","sample",0.023,12751
"sample_step_42_anzg_mancozeb_fresh_360_TRUE","sample",0.02,12754
"sample_step_42_anzg_paraquat_fresh_140_TRUE","sample",0.018,11408
"sample_step_42_anzg_diuron_fresh_368_TRUE","sample",0.018,11702
"sample_step_42_anzg_nitrate_moderate_fresh_460_TRUE","sample",0.022,11770
"sample_step_42_ccme_cadmium_158_TRUE","sample",0.018,12719
"sample_step_42_anzg_nitrate_hard_fresh_116_TRUE","sample",0.022,12769
"sample_step_42_anzg_bisphenol_a_marine_9_TRUE","sample",0.018,11334
"sample_step_42_anzg_nitrate_hard_fresh_490_TRUE","sample",0.034,11211
"sample_step_42_anzg_paraquat_fresh_496_TRUE","sample",0.027,12035
"sample_step_42_anzg_metsulfuron_methyl_fresh_62_TRUE","sample",0.02,11744
"sample_step_42_anzg_nitrate_soft_fresh_98_TRUE","sample",0.037,11462
"sample_step_42_anzg_nitrate_hard_fresh_353_TRUE","sample",0.033,11276
"sample_step_42_anzg_simazine_fresh_87_TRUE","sample",0.02,11649
"sample_step_42_anzg_chromium_III_fresh_15_TRUE","sample",0.02,12766
"sample_step_42_anzg_copper_marine_44_TRUE","sample",0.021,11877
"sample_step_42_anzg_fipronil_fresh_175_TRUE","sample",0.035,12714
"sample_step_42_ccme_cadmium_313_TRUE","sample",0.033,11297
"sample_step_42_anzg_mancozeb_fresh_460_TRUE","sample",0.036,11769
"sample_step_42_anzg_paraquat_fresh_240_TRUE","sample",0.019,12754
"sample_step_42_anzg_nitrate_moderate_fresh_360_TRUE","sample",0.019,11067
"sample_step_42_anzg_mcpa_fresh_16_TRUE","sample",0.033,11526
"sample_step_42_anzg_nitrate_hard_fresh_216_TRUE","sample",0.033,11214
"sample_step_42_ccme_cadmium_258_TRUE","sample",0.022,11423
"sample_step_42_anzg_zinc_marine_374_TRUE","sample",0.02,11281
"sample_step_42_anzg_boron_fresh_179_TRUE","sample",0.02,12739
"sample_step_42_anzg_nitrate_hard_fresh_453_TRUE","sample",0.033,11310
"sample_step_42_anzg_fipronil_fresh_475_TRUE","sample",0.033,12754
"sample_step_42_ccme_cadmium_413_TRUE","sample",0.041,12717
"sample_step_42_anzg_mancozeb_fresh_160_TRUE","sample",0.019,12609
"sample_step_42_anzg_paraquat_fresh_340_TRUE","sample",0.019,11100
"sample_step_42_anzg_nitrate_hard_fresh_316_TRUE","sample",0.032,11801
"sample_step_42_anzg_nitrate_moderate_fresh_260_TRUE","sample",0.032,11780
"sample_step_42_anzg_nickel_marine_1_TRUE","sample",0.019,11722
"sample_step_42_anzg_chromium_III_fresh_50_TRUE","sample",0.02,11998
"sample_step_42_anzg_alpha_cypermethrin_fresh_54_TRUE","sample",0.019,12525
"sample_step_42_ccme_cadmium_358_TRUE","sample",0.023,11697
"sample_step_42_anzg_boron_fresh_279_TRUE","sample",0.02,11686
"sample_step_42_anzg_zinc_marine_474_TRUE","sample",0.034,11160
"sample_step_42_anzg_fluoride_fresh_362_TRUE","sample",0.041,12754
"sample_step_42_anzg_mancozeb_fresh_260_TRUE","sample",0.02,12754
"sample_step_42_anzg_fipronil_fresh_375_TRUE","sample",0.022,11057
"sample_step_42_anzg_nitrate_moderate_fresh_160_TRUE","sample",0.019,11438
"sample_step_42_anzg_paraquat_fresh_440_TRUE","sample",0.021,11402
"sample_step_42_anzg_nitrate_hard_fresh_416_TRUE","sample",0.022,11414
"sample_step_42_anzg_zinc_marine_174_TRUE","sample",0.019,11445
"sample_step_42_ccme_cadmium_458_TRUE","sample",0.022,11346
"sample_step_42_anzg_nitrate_soft_fresh_16_TRUE","sample",0.019,12769
"sample_step_42_anzg_boron_fresh_379_TRUE","sample",0.038,12267
"sample_step_42_anzg_fluoride_fresh_462_TRUE","sample",0.02,11968
"sample_step_42_anzg_fluoride_fresh_23_TRUE","sample",0.023,11273
"sample_step_42_anzg_simazine_fresh_228_TRUE","sample",0.022,11341
"sample_step_42_anzg_glyphosate_fresh_92_TRUE","sample",0.017,11861
"sample_step_42_anzg_ammonia_fresh_370_TRUE","sample",0.018,11764
"sample_step_42_anzg_zinc_marine_274_TRUE","sample",0.022,11311
"sample_step_42_anzg_boron_fresh_479_TRUE","sample",0.022,11240
"sample_step_42_anzg_iron_marine_307_TRUE","sample",0.018,12739
"sample_step_42_anzg_perfluorooctane_sulfonate_pfos_fresh_236_TRUE","sample",0.037,11753
"sample_step_42_anzg_simazine_marine_424_TRUE","sample",0.018,12759
"sample_step_42_anzg_mancozeb_fresh_31_TRUE","sample",0.022,11555
