"name","step","seconds","bytes"
"sample_step_42_anzg_iron_fresh_142_TRUE","sample",0.023,11676
"sample_step_42_anzg_simazine_fresh_128_TRUE","sample",0.023,12108
"sample_step_42_anzg_fluoride_fresh_162_TRUE","sample",0.02,11306
"sample_step_42_anzg_ammonia_fresh_470_TRUE","sample",0.018,12749
"sample_step_42_anzg_simazine_fresh_263_TRUE","sample",0.024,12754
"sample_step_42_anzg_ametryn_fresh_24_TRUE","sample",0.034,12744
"sample_step_42_anzg_ammonia_fresh_331_TRUE","sample",0.017,12160
"sample_step_42_anzg_perfluorooctane_sulfonate_pfos_fresh_136_TRUE","sample",0.019,11975
"sample_step_42_anzg_iron_marine_407_TRUE","sample",0.023,11870
"sample_step_42_anzg_simazine_marine_324_TRUE","sample",0.033,12436
"sample_step_42_anzg_dioxins_fresh_140_TRUE","sample",0.036,12749
"sample_step_42_anzg_iron_fresh_242_TRUE","sample",0.019,12185
"sample_step_42_anzg_perfluorooctane_sulfonate_pfos_fresh_173_TRUE","sample",0.021,11741
"sample_step_42_anzg_fluoride_fresh_262_TRUE","sample",0.036,12582
"sample_step_42_anzg_ammonia_fresh_170_TRUE","sample",0.019,11488
"sample_step_42_anzg_simazine_fresh_428_TRUE","sample",0.033,12753
"sample_step_42_anzg_simazine_fresh_163_TRUE","sample",0.02,12749
"sample_step_42_ccme_silver_38_TRUE","sample",0.021,11425
"sample_step_42_ccme_glyphosate_141_TRUE","sample",0.034,11165
"sample_step_42_anzg_ammonia_fresh_431_TRUE","sample",0.036,12130
"sample_step_42_anzg_perfluorooctane_sulfonate_pfos_fresh_436_TRUE","sample",0.035,11838
"sample_step_42_anzg_nickel_marine_238_TRUE","sample",0.022,11202
"sample_step_42_anzg_ametryn_fresh_61_TRUE","sample",0.02,11430
"sample_step_42_anzg_iron_marine_107_TRUE","sample",0.032,11810
"sample_step_42_anzg_simazine_marine_224_TRUE","sample",0.034,11509
"sample_step_42_anzg_dioxins_fresh_240_TRUE","sample",0.023,12139
"sample_step_42_anzg_iron_fresh_342_TRUE","sample",0.02,12734
"sample_step_42_anzg_simazine_fresh_328_TRUE","sample",0.021,11417
"sample_step_42_1","sample",0.888,331507
"sample_step_42_2","sample",0.799,321718
"sample_step_42_3","sample",0.791,307984
"sample_step_42_4","sample",0.791,330499
"fit_step_42_1","fit",42.271,110423744
"fit_step_42_2","fit",42.267,110538951
"fit_step_42_3","fit",42.512,110288084
"fit_step_42_4","fit",42.465,110231839
"sample_step_42_5","sample",0.967,328988
"sample_step_42_6","sample",0.759,332087
"sample_step_42_7","sample",0.707,333202
"sample_step_42_8","sample",0.704,333979
"sample_step_42_9","sample",0.72,328995
"sample_step_42_230","sample",0.698,336935
"sample_step_42_231","sample",0.712,326008
"sample_step_42_232","sample",0.711,333239
"sample_step_42_233","sample",0.73,330834
"sample_step_42_234","sample",0.083,340038
"sample_step_42_235","sample",0.092,335928
"sample_step_42_236","sample",0.087,335588
"sample_step_42_237","sample",0.094,329071
"sample_step_42_238","sample",0.083,335100
"sample_step_42_239","sample",0.086,330774
"sample_step_42_240","sample",0.086,332247
"sample_step_42_241","sample",0.084,322586
"sample_step_42_242","sample",0.095,329416
"sample_step_42_243","sample",0.074,332940
"sample_step_42_247","sample",0.084,335913
"sample_step_42_248","sample",0.08,338451
"sample_step_42_249","sample",0.084,329071
"sample_step_42_210","sample",0.078,322765
"sample_step_42_211","sample",0.08,331743
"sample_step_42_212","sample",0.084,330429
"sample_step_42_213","sample",0.083,337628
"sample_step_42_244","sample",0.076,331995
"sample_step_42_245","sample",0.077,327497
"sample_step_42_246","sample",0.075,329741
"sample_step_42_214","sample",0.082,339164
"sample_step_42_215","sample",0.082,334274
"sample_step_42_216","sample",0.077,330929
"sample_step_42_217","sample",0.088,327791
"sample_step_42_218","sample",0.092,331548
"sample_step_42_219","sample",0.09,329206
"sample_step_42_220","sample",0.098,331430
"sample_step_42_221","sample",0.077,337166
"sample_step_42_222","sample",0.089,325905
"sample_step_42_223","sample",0.077,335542
"sample_step_42_224","sample",0.077,334982
"sample_step_42_225","sample",0.075,332168
"sample_step_42_226","sample",0.088,332520
"sample_step_42_227","sample",0.078,335547
"sample_step_42_228","sample",0.078,334154
"sample_step_42_229","sample",0.665,329940
"sample_step_42_200","sample",0.085,336450
"sample_step_42_201","sample",0.077,334892
"sample_step_42_202","sample",0.08,340740
"sample_step_42_206","sample",0.667,338176
"sample_step_42_207","sample",0.079,334215
"sample_step_42_208","sample",0.078,324771
"sample_step_42_209","sample",0.082,330929
"sample_step_42_500","sample",0.078,330228
"sample_step_42_290","sample",0.076,337199
"sample_step_42_291","sample",0.075,329190
"sample_step_42_292","sample",0.075,333622
"sample_step_42_293","sample",0.075,336665
"sample_step_42_203","sample",0.074,336117
"sample_step_42_204","sample",0.075,329028
"sample_step_42_205","sample",0.086,332288
"sample_step_42_297","sample",0.074,333677
"sample_step_42_298","sample",0.075,340568
"sample_step_42_299","sample",0.078,329234
"sample_step_42_270","sample",0.082,331393
"sample_step_42_271","sample",0.079,326995
"sample_step_42_272","sample",0.075,321305
"sample_step_42_273","sample",0.075,339007
"sample_step_42_274","sample",0.098,335224
"sample_step_42_275","sample",0.101,336366
"sample_step_42_276","sample",0.084,340765
"sample_step_42_277","sample",0.083,327707
"sample_step_42_278","sample",0.091,331040
"sample_step_42_279","sample",0.093,329725
"sample_step_42_280","sample",0.083,327603
"sample_step_42_281","sample",0.084,340129
"sample_step_42_282","sample",0.087,329912
"sample_step_42_294","sample",0.078,339603
"sample_step_42_295","sample",0.08,338132
"sample_step_42_296","sample",0.079,323618
"sample_step_42_286","sample",0.083,331455
"sample_step_42_287","sample",0.084,335273
"sample_step_42_288","sample",0.093,336807
"sample_step_42_289","sample",0.094,333302
"sample_step_42_250","sample",0.097,328448
"sample_step_42_251","sample",0.085,333321
"sample_step_42_252","sample",0.084,337657
"sample_step_42_253","sample",0.094,335289
"sample_step_42_254","sample",0.097,335690
"sample_step_42_255","sample",0.083,327788
"sample_step_42_256","sample",0.085,337196
"sample_step_42_257","sample",0.086,332790
"sample_step_42_258","sample",0.093,316223
"sample_step_42_259","sample",0.096,335528
"sample_step_42_260","sample",0.091,323100
"sample_step_42_261","sample",0.085,333625
"sample_step_42_262","sample",0.085,340122
"sample_step_42_283","sample",0.093,335991
"sample_step_42_284","sample",0.094,336940
"sample_step_42_285","sample",0.075,331078
"sample_step_42_265","sample",0.075,337778
"sample_step_42_266","sample",0.076,333607
"sample_step_42_267","sample",0.079,337509
"sample_step_42_268","sample",0.079,335481
"sample_step_42_269","sample",0.084,338182
"sample_step_42_130","sample",0.076,322244
"sample_step_42_131","sample",0.091,327486
"sample_step_42_132","sample",0.079,329920
"sample_step_42_133","sample",0.08,333386
"sample_step_42_134","sample",0.093,329262
"sample_step_42_135","sample",0.074,329022
"sample_step_42_136","sample",0.075,332794
"sample_step_42_137","sample",0.078,338327
"sample_step_42_138","sample",0.08,332403
"sample_step_42_139","sample",0.084,327100
"sample_step_42_140","sample",0.076,328401
"sample_step_42_141","sample",0.075,335061
"sample_step_42_263","sample",0.084,338827
"sample_step_42_264","sample",0.079,328702
"sample_step_42_145","sample",0.075,324589
"sample_step_42_146","sample",0.076,317460
"sample_step_42_147","sample",0.084,318725
"sample_step_42_148","sample",0.085,336707
"sample_step_42_149","sample",0.083,333727
"sample_step_42_110","sample",0.078,331231
"sample_step_42_111","sample",0.075,326426
"sample_step_42_112","sample",0.1,326366
"sample_step_42_113","sample",0.103,334701
"sample_step_42_114","sample",0.092,327179
"sample_step_42_115","sample",0.084,331893
"sample_step_42_116","sample",0.084,336071
"sample_step_42_117","sample",0.095,338092
"sample_step_42_118","sample",0.096,313062
"sample_step_42_119","sample",0.085,334161
"sample_step_42_120","sample",0.085,336508
"sample_step_42_121","sample",0.084,336124
"sample_step_42_142","sample",0.079,334251
"sample_step_42_143","sample",0.081,334043
"sample_step_42_144","sample",0.094,332667
"sample_step_42_124","sample",0.093,330781
"sample_step_42_125","sample",0.136,338458
"sample_step_42_126","sample",0.085,331352
"sample_step_42_127","sample",0.092,333046
"sample_step_42_128","sample",0.097,339676
"sample_step_42_129","sample",0.083,327154
"sample_step_42_100","sample",0.084,336493
"sample_step_42_101","sample",0.085,324290
"sample_step_42_102","sample",0.102,340690
"sample_step_42_103","sample",0.101,332345
"sample_step_42_104","sample",0.085,329183
"sample_step_42_105","sample",0.084,336357
"sample_step_42_106","sample",0.099,327252
"sample_step_42_107","sample",0.095,340763
"sample_step_42_108","sample",0.078,333631
"sample_step_42_109","sample",0.084,335399
"sample_step_42_190","sample",0.085,332181
"sample_step_42_122","sample",0.093,336943
"sample_step_42_123","sample",0.095,326755
"sample_step_42_191","sample",0.079,338490
"sample_step_42_194","sample",0.075,332912
"sample_step_42_195","sample",0.079,331053
"sample_step_42_196","sample",0.082,339554
"sample_step_42_197","sample",0.074,330125
"sample_step_42_198","sample",0.08,330415
"sample_step_42_450","sample",0.084,329675
"sample_step_42_199","sample",0.079,329271
"sample_step_42_451","sample",0.083,338449
"sample_step_42_452","sample",0.078,330773
"sample_step_42_453","sample",0.074,325825
"sample_step_42_454","sample",0.075,333517
"sample_step_42_455","sample",0.079,329253
"sample_step_42_456","sample",0.078,332816
"sample_step_42_457","sample",0.078,333308
"sample_step_42_458","sample",0.075,334393
"sample_step_42_459","sample",0.077,331363
"sample_step_42_460","sample",0.078,328786
"sample_step_42_192","sample",0.079,331289
"sample_step_42_193","sample",0.074,332494
"sample_step_42_464","sample",0.075,337351
"sample_step_42_465","sample",0.079,330153
"sample_step_42_466","sample",0.079,330624
"sample_step_42_467","sample",0.075,335464
"sample_step_42_170","sample",0.076,338077
"sample_step_42_468","sample",0.074,330399
"sample_step_42_171","sample",0.102,330746
"sample_step_42_469","sample",0.099,329544
"sample_step_42_172","sample",0.092,321103
"sample_step_42_173","sample",0.079,332041
"sample_step_42_174","sample",0.094,333119
"sample_step_42_175","sample",0.084,340017
"sample_step_42_176","sample",0.081,333075
"sample_step_42_177","sample",0.084,328939
"sample_step_42_178","sample",0.094,330003
"sample_step_42_470","sample",0.094,340291
"sample_step_42_461","sample",0.081,329386
"sample_step_42_462","sample",0.078,332544
"sample_step_42_463","sample",0.075,334003
"sample_step_42_473","sample",0.101,332867
"sample_step_42_474","sample",0.121,327289
"sample_step_42_475","sample",0.075,336996
"sample_step_42_476","sample",0.086,332312
"sample_step_42_477","sample",0.084,332244
"sample_step_42_180","sample",0.093,337880
"sample_step_42_478","sample",0.097,323714
"sample_step_42_181","sample",0.079,333915
"sample_step_42_479","sample",0.084,329876
"sample_step_42_182","sample",0.084,334839
"sample_step_42_183","sample",0.094,335844
"sample_step_42_184","sample",0.095,329808
"sample_step_42_185","sample",0.093,334996
"sample_step_42_186","sample",0.084,331981
"sample_step_42_187","sample",0.088,338883
"sample_step_42_188","sample",0.084,337973
"sample_step_42_179","sample",0.079,332916
"sample_step_42_471","sample",0.084,334602
"sample_step_42_472","sample",0.086,329389
"sample_step_42_482","sample",0.078,337159
"sample_step_42_483","sample",0.084,338076
"sample_step_42_484","sample",0.084,338891
"sample_step_42_485","sample",0.075,339168
"sample_step_42_486","sample",0.08,328978
"sample_step_42_487","sample",0.078,326437
"sample_step_42_150","sample",0.075,332746
"sample_step_42_488","sample",0.098,334914
"sample_step_42_151","sample",0.075,334365
"sample_step_42_489","sample",0.078,330253
"sample_step_42_152","sample",0.079,323126
"sample_step_42_153","sample",0.085,333125
"sample_step_42_154","sample",0.075,340775
"sample_step_42_155","sample",0.075,336897
"sample_step_42_156","sample",0.079,323433
"sample_step_42_157","sample",0.079,322947
"sample_step_42_480","sample",0.093,327146
"sample_step_42_189","sample",0.082,331098
"sample_step_42_481","sample",0.099,338148
"sample_step_42_491","sample",0.079,329604
"sample_step_42_492","sample",0.078,339718
"sample_step_42_493","sample",0.084,336514
"sample_step_42_494","sample",0.075,331557
"sample_step_42_495","sample",0.079,323674
"sample_step_42_496","sample",0.078,330153
"sample_step_42_20","sample",0.1,335468
"sample_step_42_497","sample",0.093,333955
"sample_step_42_21","sample",0.085,340717
"sample_step_42_160","sample",0.074,321508
"sample_step_42_498","sample",0.103,337118
"sample_step_42_22","sample",0.079,328992
"sample_step_42_161","sample",0.084,329832
"sample_step_42_499","sample",0.12,328987
"sample_step_42_23","sample",0.094,340271
"sample_step_42_162","sample",0.074,339109
"sample_step_42_158","sample",0.112,338683
"sample_step_42_24","sample",0.102,331882
"sample_step_42_490","sample",0.075,336820
"sample_step_42_159","sample",0.074,335495
"sample_step_42_164","sample",0.099,339656
"sample_step_42_26","sample",0.085,318199
"sample_step_42_165","sample",0.085,337227
"sample_step_42_27","sample",0.084,337094
"sample_step_42_166","sample",0.102,321913
"sample_step_42_28","sample",0.094,340121
"sample_step_42_167","sample",0.084,333729
"sample_step_42_29","sample",0.094,334412
"sample_step_42_168","sample",0.086,333265
"sample_step_42_169","sample",0.094,328086
"sample_step_42_10","sample",0.095,335684
"sample_step_42_11","sample",0.085,325383
"sample_step_42_430","sample",0.085,330370
"sample_step_42_12","sample",0.085,335591
"sample_step_42_431","sample",0.094,332053
"sample_step_42_13","sample",0.078,330831
"sample_step_42_432","sample",0.078,315751
"sample_step_42_14","sample",0.084,329700
"sample_step_42_163","sample",0.085,336455
"sample_step_42_25","sample",0.101,338978
"sample_step_42_434","sample",0.096,338207
"sample_step_42_16","sample",0.074,338064
"sample_step_42_435","sample",0.075,335596
"sample_step_42_17","sample",0.086,335042
"sample_step_42_436","sample",0.079,336209
"sample_step_42_18","sample",0.097,329868
"sample_step_42_437","sample",0.08,324657
"sample_step_42_19","sample",0.074,332659
"sample_step_42_438","sample",0.084,336511
"sample_step_42_439","sample",0.079,332682
"sample_step_42_40","sample",0.079,338695
"sample_step_42_41","sample",0.075,332630
"sample_step_42_440","sample",0.075,333143
"sample_step_42_42","sample",0.075,336073
"sample_step_42_441","sample",0.078,335206
"sample_step_42_43","sample",0.08,339236
"sample_step_42_442","sample",0.075,338212
"sample_step_42_44","sample",0.084,327470
"sample_step_42_433","sample",0.086,320447
"sample_step_42_15","sample",0.081,332253
"sample_step_42_444","sample",0.075,332465
"sample_step_42_46","sample",0.08,318454
"sample_step_42_445","sample",0.099,327672
"sample_step_42_47","sample",0.074,335011
"sample_step_42_446","sample",0.085,337196
"sample_step_42_48","sample",0.075,338529
"sample_step_42_447","sample",0.094,320193
"sample_step_42_49","sample",0.081,329743
"sample_step_42_448","sample",0.078,327229
"sample_step_42_449","sample",0.084,336508
"sample_step_42_30","sample",0.074,327845
"sample_step_42_31","sample",0.093,335208
"sample_step_42_410","sample",0.08,338791
"sample_step_42_32","sample",0.083,337442
"sample_step_42_411","sample",0.084,334753
"sample_step_42_33","sample",0.075,336202
"sample_step_42_412","sample",0.095,336355
"sample_step_42_443","sample",0.079,337316
"sample_step_42_45","sample",0.075,335679
"sample_step_42_414","sample",0.075,328994
"sample_step_42_36","sample",0.094,337584
"sample_step_42_415","sample",0.102,332405
"sample_step_42_37","sample",0.076,336879
"sample_step_42_416","sample",0.084,332512
"sample_step_42_38","sample",0.085,334857
"sample_step_42_417","sample",0.095,332613
"sample_step_42_39","sample",0.099,331971
"sample_step_42_418","sample",0.079,332362
"sample_step_42_419","sample",0.084,337854
"sample_step_42_60","sample",0.084,334845
"sample_step_42_61","sample",0.084,327723
"sample_step_42_420","sample",0.094,335893
"sample_step_42_62","sample",0.074,338854
"sample_step_42_421","sample",0.077,336210
"sample_step_42_63","sample",0.08,339595
"sample_step_42_422","sample",0.083,336373
"sample_step_42_34","sample",0.081,334155
"sample_step_42_413","sample",0.079,325983
"sample_step_42_35","sample",0.084,324124
"sample_step_42_65","sample",0.095,339177
"sample_step_42_424","sample",0.078,327846
"sample_step_42_66","sample",0.085,333170
"sample_step_42_425","sample",0.074,330898
"sample_step_42_67","sample",0.084,331126
"sample_step_42_426","sample",0.079,333410
"sample_step_42_68","sample",0.096,339725
"sample_step_42_427","sample",0.093,339793
"sample_step_42_69","sample",0.075,326721
"sample_step_42_428","sample",0.084,336980
"sample_step_42_429","sample",0.08,324078
"sample_step_42_50","sample",0.093,319848
"sample_step_42_51","sample",0.074,339998
"sample_step_42_52","sample",0.085,327752
"sample_step_42_53","sample",0.079,317511
"sample_step_42_54","sample",0.083,329397
"sample_step_42_55","sample",0.097,339531
"sample_step_42_56","sample",0.08,332468
"sample_step_42_64","sample",0.1,337569
"sample_step_42_423","sample",0.075,331268
"sample_step_42_59","sample",0.075,329881
"sample_step_42_80","sample",0.085,335992
"sample_step_42_81","sample",0.078,333617
"sample_step_42_82","sample",0.097,330829
"sample_step_42_400","sample",0.084,336614
"sample_step_42_83","sample",0.075,335460
"sample_step_42_401","sample",0.085,329238
"sample_step_42_84","sample",0.079,334644
"sample_step_42_402","sample",0.094,326069
"sample_step_42_85","sample",0.094,335100
"sample_step_42_403","sample",0.085,332168
"sample_step_42_86","sample",0.076,335112
"sample_step_42_404","sample",0.099,331935
"sample_step_42_87","sample",0.081,332796
"sample_step_42_405","sample",0.085,333266
"sample_step_42_88","sample",0.085,339281
"sample_step_42_406","sample",0.075,335800
"sample_step_42_57","sample",0.08,323318
"sample_step_42_58","sample",0.101,327855
"sample_step_42_409","sample",0.084,340255
"sample_step_42_70","sample",0.074,334456
"sample_step_42_71","sample",0.189,324737
"sample_step_42_72","sample",0.081,329412
"sample_step_42_73","sample",0.085,327589
"sample_step_42_74","sample",0.084,338428
"sample_step_42_75","sample",0.075,312928
"sample_step_42_76","sample",0.079,337977
"sample_step_42_77","sample",0.1,339437
"sample_step_42_78","sample",0.075,329860
"sample_step_42_79","sample",0.085,327734
"sample_step_42_90","sample",0.079,322789
"sample_step_42_91","sample",0.102,334574
"sample_step_42_92","sample",0.094,334144
"sample_step_42_93","sample",0.074,327528
"sample_step_42_94","sample",0.084,335838
"sample_step_42_89","sample",0.096,331487
"sample_step_42_407","sample",0.081,331224
"sample_step_42_408","sample",0.093,331715
"sample_step_42_98","sample",0.077,334325
"sample_step_42_99","sample",0.085,324401
"sample_step_42_350","sample",0.078,335212
"sample_step_42_351","sample",0.097,325766
"sample_step_42_352","sample",0.075,337117
"sample_step_42_353","sample",0.078,332242
"sample_step_42_354","sample",0.086,332189
"sample_step_42_355","sample",0.084,335240
"sample_step_42_356","sample",0.075,337978
"sample_step_42_357","sample",0.094,320528
"sample_step_42_358","sample",0.078,330388
"sample_step_42_359","sample",0.075,330692
"sample_step_42_360","sample",0.075,336972
"sample_step_42_361","sample",0.085,335250
"sample_step_42_362","sample",0.101,334979
"sample_step_42_363","sample",0.095,325235
"sample_step_42_95","sample",0.079,332982
"sample_step_42_364","sample",0.085,330459
"sample_step_42_96","sample",0.094,332256
"sample_step_42_97","sample",0.085,334881
"sample_step_42_367","sample",0.084,333516
"sample_step_42_368","sample",0.075,337429
"sample_step_42_369","sample",0.084,338509
"sample_step_42_370","sample",0.08,326865
"sample_step_42_371","sample",0.095,330220
"sample_step_42_372","sample",0.074,339779
"sample_step_42_373","sample",0.079,333427
"sample_step_42_374","sample",0.084,337729
"sample_step_42_375","sample",0.079,334927
"sample_step_42_376","sample",0.096,329450
"sample_step_42_377","sample",0.075,329154
"sample_step_42_378","sample",0.075,330698
"sample_step_42_379","sample",0.085,333238
"sample_step_42_380","sample",0.079,329379
"sample_step_42_381","sample",0.095,317033
"sample_step_42_382","sample",0.082,333036
"sample_step_42_383","sample",0.075,331886
"sample_step_42_384","sample",0.085,336191
"sample_step_42_365","sample",0.079,323683
"sample_step_42_366","sample",0.095,332670
"sample_step_42_387","sample",0.076,329977
"sample_step_42_388","sample",0.075,329887
"sample_step_42_389","sample",0.085,325636
"sample_step_42_390","sample",0.08,323334
"sample_step_42_391","sample",0.079,336548
"sample_step_42_392","sample",0.079,333099
"sample_step_42_393","sample",0.075,337555
"sample_step_42_394","sample",0.075,335565
"sample_step_42_395","sample",0.079,327860
"sample_step_42_396","sample",0.08,325897
"sample_step_42_397","sample",0.075,333098
"sample_step_42_398","sample",0.079,317530
"sample_step_42_399","sample",0.085,335613
"sample_step_42_330","sample",0.075,335837
"sample_step_42_331","sample",0.079,320141
"sample_step_42_332","sample",0.077,334255
"sample_step_42_333","sample",0.101,339886
"sample_step_42_385","sample",0.079,332803
"sample_step_42_386","sample",0.094,337623
"sample_step_42_337","sample",0.075,338839
"sample_step_42_338","sample",0.095,332569
"sample_step_42_339","sample",0.078,334355
"sample_step_42_340","sample",0.102,333260
"sample_step_42_341","sample",0.085,335919
"sample_step_42_342","sample",0.075,333181
"sample_step_42_343","sample",0.095,328712
"sample_step_42_344","sample",0.078,336658
"sample_step_42_345","sample",0.085,331198
"sample_step_42_346","sample",0.076,331080
"sample_step_42_347","sample",0.086,325701
"sample_step_42_348","sample",0.101,334883
"sample_step_42_349","sample",0.094,325213
"sample_step_42_310","sample",0.084,328979
"sample_step_42_311","sample",0.103,339580
"sample_step_42_312","sample",0.094,330939
"sample_step_42_313","sample",0.085,339411
"sample_step_42_334","sample",0.079,329197
"sample_step_42_335","sample",0.084,335855
"sample_step_42_336","sample",0.075,315223
"sample_step_42_316","sample",0.093,340772
"sample_step_42_317","sample",0.094,334398
"sample_step_42_318","sample",0.099,324965
"sample_step_42_319","sample",0.085,330736
"sample_step_42_320","sample",0.085,331794
"sample_step_42_321","sample",0.095,327669
"sample_step_42_322","sample",0.097,330012
"sample_step_42_323","sample",0.084,330618
"sample_step_42_324","sample",0.085,338252
"sample_step_42_325","sample",0.085,338170
"sample_step_42_326","sample",0.079,332892
"sample_step_42_327","sample",0.094,330938
"sample_step_42_328","sample",0.076,339592
"sample_step_42_329","sample",0.093,338701
"sample_step_42_300","sample",0.085,335475
"sample_step_42_301","sample",0.079,324823
"sample_step_42_302","sample",0.092,331598
"sample_step_42_303","sample",0.075,336492
"sample_step_42_314","sample",0.084,325904
"sample_step_42_315","sample",0.084,334952
"sample_step_42_306","sample",0.079,328085
"sample_step_42_307","sample",0.079,330868
"sample_step_42_308","sample",0.095,337265
"sample_step_42_309","sample",0.074,326464
"sample_step_42_304","sample",0.085,337478
"sample_step_42_305","sample",0.086,336229
"fit_step_42_5","fit",43.805,110417754
"fit_step_42_6","fit",42.126,110354316
"fit_step_42_7","fit",44.091,110279275
"fit_step_42_8","fit",44.192,110614705
"fit_step_42_9","fit",44.829,110680445
"fit_step_42_230","fit",44.195,110536733
"fit_step_42_231","fit",43.789,110541221
"fit_step_42_235","fit",40.054,110424657
"fit_step_42_232","fit",43.915,110540368
"fit_step_42_233","fit",45.064,110534284
"fit_step_42_234","fit",42.2,110670481
"fit_step_42_237","fit",42.626,110671480
"fit_step_42_236","fit",42.095,110419553
"fit_step_42_238","fit",42.537,110352837
"fit_step_42_240","fit",43.453,110338555
"fit_step_42_241","fit",42.605,110602667
"fit_step_42_239","fit",44.578,110420541
"fit_step_42_242","fit",43.032,110677304
"fit_step_42_248","fit",42.562,110672506
"fit_step_42_243","fit",43.056,110730712
"fit_step_42_247","fit",43.568,110482436
"fit_step_42_249","fit",40.633,110668519
"fit_step_42_213","fit",40.991,110495621
"fit_step_42_246","fit",42.696,110548083
"fit_step_42_210","fit",43.169,110351428
"fit_step_42_211","fit",43.406,110479435
"fit_step_42_212","fit",43.006,110354741
"fit_step_42_244","fit",43.109,110417624
"fit_step_42_245","fit",43.17,110608072
"fit_step_42_214","fit",43.424,110543016
"fit_step_42_215","fit",46.662,110161990
"fit_step_42_226","fit",42.879,110491717
"fit_step_42_227","fit",42.472,110472861
"fit_step_42_216","fit",56.573,110548571
"fit_step_42_217","fit",55.746,110673588
"fit_step_42_222","fit",51.547,110345089
"fit_step_42_218","fit",56.982,110541212
"fit_step_42_224","fit",51.085,110474378
"fit_step_42_219","fit",61.05,110279620
"fit_step_42_220","fit",60.67,110553070
"fit_step_42_223","fit",59.698,110154347
"fit_step_42_221","fit",61.434,110226600
"fit_step_42_225","fit",61.931,110412915
"fit_step_42_276","fit",48.314,110668775
"fit_step_42_203","fit",49.447,110468975
"fit_step_42_279","fit",48.071,110359502
"fit_step_42_280","fit",48.82,110546488
"fit_step_42_281","fit",49.088,110673588
"fit_step_42_277","fit",49.746,110355741
"fit_step_42_278","fit",50.988,110283178
"fit_step_42_282","fit",50.706,110407552
"fit_step_42_294","fit",48.012,110354271
"fit_step_42_274","fit",51.021,110422159
"fit_step_42_295","fit",48.836,110606344
"fit_step_42_291","fit",50.244,110210944
"fit_step_42_293","fit",51.842,110482789
"fit_step_42_297","fit",51.34,110218067
"fit_step_42_298","fit",51.354,110283668
"fit_step_42_299","fit",51.56,110542902
"fit_step_42_273","fit",52.316,110414910
"fit_step_42_228","fit",51.7,110224326
"fit_step_42_229","fit",51.909,110678148
"fit_step_42_201","fit",48.767,110024545
"fit_step_42_202","fit",52.196,110470023
"fit_step_42_208","fit",51.756,109898952
"fit_step_42_209","fit",47.939,110349197
"fit_step_42_500","fit",51.222,110604138
"fit_step_42_205","fit",50.907,110229359
"fit_step_42_296","fit",51.93,110546094
"fit_step_42_286","fit",50.978,110418586
"fit_step_42_287","fit",52.352,110346885
"fit_step_42_290","fit",53.209,110290862
"fit_step_42_271","fit",52.745,110471967
"fit_step_42_272","fit",53.471,110482612
"fit_step_42_270","fit",52.626,110488744
"fit_step_42_275","fit",54.122,110485761
"fit_step_42_200","fit",53.38,110479350
"fit_step_42_206","fit",52.934,110540735
"fit_step_42_207","fit",53.205,110426136
"fit_step_42_292","fit",53.111,110608307
"fit_step_42_204","fit",52.553,110336636
"hc_step_42_270","hc",6068.742,76657
"fit_step_42_288","fit",48.478,110555382
"hc_step_42_214","hc",6280.718,76653
"fit_step_42_289","fit",47.66,110153521
"hc_step_42_278","hc",7140.215,76723
"fit_step_42_250","fit",47.734,110159658
"hc_step_42_277","hc",7323.86,76659
"fit_step_42_251","fit",49.334,110665279
"hc_step_42_227","hc",7471.657,76642
"hc_step_42_295","hc",7491.244,76702
"hc_step_42_294","hc",7523.349,76708
"fit_step_42_254","fit",48.19,110543472
"fit_step_42_252","fit",123.321,110279826
"fit_step_42_253","fit",47.89,110478257
"hc_step_42_212","hc",5985.23,76666
"hc_step_42_274","hc",5996.925,76541
"fit_step_42_255","fit",48.608,110408697
"fit_step_42_256","fit",47.939,110478729
"hc_step_42_287","hc",6139.02,76625
"hc_step_42_200","hc",5985.052,76617
"fit_step_42_257","fit",170.674,109831819
"fit_step_42_258","fit",47.871,110476591
"hc_step_42_217","hc",6125.116,76615
"fit_step_42_259","fit",47.253,110605674
"hc_step_42_282","hc",6023.31,76671
"fit_step_42_260","fit",47.746,110600913
"hc_step_42_251","hc",5977.557,76705
"fit_step_42_284","fit",41.83,110483213
"fit_step_42_263","fit",41.83,110477839
"fit_step_42_261","fit",43.62,110479911
"fit_step_42_262","fit",43.213,110420832
"fit_step_42_283","fit",44.283,110168524
"fit_step_42_285","fit",44.37,110293091
"fit_step_42_264","fit",40.239,110222213
"fit_step_42_266","fit",40.498,110358179
"fit_step_42_265","fit",42.23,110289247
"fit_step_42_119","fit",38.281,110160182
"fit_step_42_118","fit",38.723,110415934
"fit_step_42_120","fit",40.394,110611137
"fit_step_42_121","fit",40.835,110156445
"fit_step_42_123","fit",40.766,110542525
"fit_step_42_122","fit",41.562,110608658
"fit_step_42_268","fit",48.058,110543360
"fit_step_42_267","fit",48.587,110415096
"fit_step_42_132","fit",48.693,110543342
"fit_step_42_110","fit",48.36,110484681
"fit_step_42_111","fit",49.01,110404508
"fit_step_42_269","fit",49.723,110095593
"fit_step_42_130","fit",51.773,110413577
"fit_step_42_131","fit",52.36,110605815
"fit_step_42_133","fit",51.839,110670990
"fit_step_42_134","fit",50.07,110222318
"fit_step_42_135","fit",50.888,110481080
